symbol,percent_return,prev_high,prev_low,prev_close,PIVOT,RES1,RES2,RES3,SUP1,SUP2,SUP3
BHEL,-1.38,102.4,99.25,99.85,100.5,101.75,103.65,104.9,98.6,97.35,95.45
BIOCON,-3.2,269.0,260.55,261.4,263.65,266.75,272.1,275.2,258.3,255.2,249.85
BOSCHLTD,-0.7,18337.0,18155.45,18182.05,18224.83,18294.21,18406.38,18475.76,18112.66,18043.28,17931.11
BPCL,0.64,365.0,359.55,362.65,362.4,365.25,367.85,370.7,359.8,356.95,354.35
BRITANNIA,-1.31,4618.65,4531.3,4540.45,4563.47,4595.64,4650.82,4682.99,4508.29,4476.12,4420.94
BSOFT,-1.95,452.7,444.6,445.3,447.53,450.46,455.63,458.56,442.36,439.43,434.26
CANBK,-1.44,337.5,329.4,331.25,332.72,336.04,340.82,344.14,327.94,324.62,319.84
CANFINHOME,2.53,759.05,718.0,751.25,742.77,767.54,783.82,808.59,726.49,701.72,685.44
CHAMBLFERT,-1.59,274.6,267.5,268.95,270.35,273.2,277.45,280.3,266.1,263.25,259.0
CHOLAFIN,0.44,1070.7,1038.25,1060.25,1056.4,1074.55,1088.85,1107.0,1042.1,1023.95,1009.65
CIPLA,-0.56,1277.9,1248.1,1258.95,1261.65,1275.2,1291.45,1305.0,1245.4,1231.85,1215.6
COALINDIA,0.06,236.8,234.45,234.9,235.38,236.31,237.73,238.66,233.96,233.03,231.61
COFORGE,1.56,5225.0,5042.45,5146.9,5138.12,5233.79,5320.67,5416.34,5051.24,4955.57,4868.69
COLPAL,-0.2,1979.0,1958.0,1964.6,1967.2,1976.4,1988.2,1997.4,1955.4,1946.2,1934.4
CONCOR,-1.8,709.6,691.65,696.55,699.27,706.89,717.22,724.84,688.94,681.32,670.99
COROMANDEL,1.14,1079.4,1054.05,1074.9,1069.45,1084.85,1094.8,1110.2,1059.5,1044.1,1034.15
CROMPTON,-0.64,309.35,302.7,303.8,305.28,307.86,311.93,314.51,301.21,298.63,294.56
CUB,-0.79,134.5,132.0,132.65,133.05,134.1,135.55,136.6,131.6,130.55,129.1
CUMMINSIND,0.92,1781.7,1735.25,1764.65,1760.53,1785.81,1806.98,1832.26,1739.36,1714.08,1692.91
DABUR,-0.1,579.45,569.0,571.55,573.33,577.66,583.78,588.11,567.21,562.88,556.76
DALBHARAT,-0.51,2025.55,1982.0,2002.5,2003.35,2024.7,2046.9,2068.25,1981.15,1959.8,1937.6
DEEPAKNTR,0.03,2075.0,2036.05,2066.05,2059.03,2082.01,2097.98,2120.96,2043.06,2020.08,2004.11
DELTACORP,-0.89,187.3,183.7,184.35,185.12,186.54,188.72,190.14,182.94,181.52,179.34
DIVISLAB,0.21,3775.55,3725.15,3745.5,3748.73,3772.31,3799.13,3822.71,3721.91,3698.33,3671.51
DIXON,-2.05,4928.45,4751.5,4800.95,4826.97,4902.44,5003.92,5079.39,4725.49,4650.02,4548.54
DLF,1.02,493.1,483.2,490.65,488.98,494.76,498.88,504.66,484.86,479.08,474.96
DRREDDY,-0.34,5916.65,5806.0,5851.15,5857.93,5909.86,5968.58,6020.51,5799.21,5747.28,5688.56
EICHERMOT,0.06,3434.8,3380.1,3414.7,3409.87,3439.64,3464.57,3494.34,3384.94,3355.17,3330.24
ESCORTS,-0.18,2626.0,2571.45,2583.8,2593.75,2616.05,2648.3,2670.6,2561.5,2539.2,2506.95
EXIDEIND,-0.36,267.4,261.0,263.25,263.88,266.76,270.28,273.16,260.36,257.48,253.96
FEDERALBNK,-0.3,135.35,133.5,134.2,134.35,135.2,136.2,137.05,133.35,132.5,131.5
FSL,-0.4,151.35,146.35,148.45,148.72,151.09,153.72,156.09,146.09,143.72,141.09
GAIL,-0.25,119.1,117.05,117.6,117.92,118.79,119.97,120.84,116.74,115.87,114.69
GLENMARK,-2.2,833.4,807.1,810.4,816.97,826.84,843.27,853.14,800.54,790.67,774.24
GNFC,-1.11,556.9,545.3,548.25,550.15,555.0,561.75,566.6,543.4,538.55,531.8
GODREJCP,0.75,1032.0,1019.75,1026.3,1026.02,1032.29,1038.27,1044.54,1020.04,1013.77,1007.79
GODREJPROP,0.1,1542.95,1518.0,1528.35,1529.77,1541.54,1554.72,1566.49,1516.59,1504.82,1491.64
GRANULES,-6.36,315.0,301.0,301.9,305.97,310.94,319.97,324.94,296.94,291.97,282.94
GRASIM,-0.83,1855.0,1824.05,1830.3,1836.45,1848.85,1867.4,1879.8,1817.9,1805.5,1786.95
GUJGASLTD,-2.14,469.9,456.55,461.95,462.8,469.05,476.15,482.4,455.7,449.45,442.35
HAL,-0.85,3860.0,3782.35,3791.65,3811.33,3840.31,3888.98,3917.96,3762.66,3733.68,3685.01
HAVELLS,-1.61,1315.45,1287.05,1290.9,1297.8,1308.55,1326.2,1336.95,1280.15,1269.4,1251.75
HCLTECH,-0.86,1144.8,1128.65,1134.3,1135.92,1143.19,1152.07,1159.34,1127.04,1119.77,1110.89
HDFCAMC,2.28,2598.0,2510.05,2579.0,2562.35,2614.65,2650.3,2702.6,2526.7,2474.4,2438.75
HDFCBANK,-0.89,1654.25,1631.0,1635.85,1640.37,1649.74,1663.62,1672.99,1626.49,1617.12,1603.24
HDFCLIFE,-0.9,651.5,638.1,640.0,643.2,648.3,656.6,661.7,634.9,629.8,621.5
HINDALCO,0.0,471.0,463.0,468.9,467.63,472.26,475.63,480.26,464.26,459.63,456.26
HINDCOPPER,-2.4,154.35,147.15,148.25,149.92,152.69,157.12,159.89,145.49,142.72,138.29
HINDPETRO,-0.56,269.7,264.05,264.9,266.22,268.39,271.87,274.04,262.74,260.57,257.09
HINDUNILVR,-0.61,2551.4,2527.6,2536.7,2538.57,2549.54,2562.37,2573.34,2525.74,2514.77,2501.94
HONAUT,1.53,42600.0,41850.0,42484.05,42311.35,42772.7,43061.35,43522.7,42022.7,41561.35,41272.7
IBULHSGFIN,-2.74,173.8,163.6,164.8,167.4,171.2,177.6,181.4,161.0,157.2,150.8
ICICIBANK,-0.88,973.65,959.45,964.1,965.73,972.01,979.93,986.21,957.81,951.53,943.61
ICICIGI,-2.77,1393.0,1348.9,1355.45,1365.78,1382.66,1409.88,1426.76,1338.56,1321.68,1294.46
ICICIPRULI,-0.45,580.15,573.0,575.65,576.27,579.54,583.42,586.69,572.39,569.12,565.24
IDFC,-0.84,120.55,118.0,118.35,118.97,119.94,121.52,122.49,117.39,116.42,114.84
IDFCFIRSTB,-0.68,89.0,87.2,87.55,87.92,88.64,89.72,90.44,86.84,86.12,85.04
IEX,-1.15,132.0,128.7,129.1,129.93,131.16,133.23,134.46,127.86,126.63,124.56
IGL,-2.65,460.75,445.5,448.05,451.43,457.36,466.68,472.61,442.11,436.18,426.86
INDHOTEL,-0.98,387.0,381.5,382.55,383.68,385.86,389.18,391.36,380.36,378.18,374.86
INDIACEM,5.13,247.0,229.5,240.9,239.13,248.76,256.63,266.26,231.26,221.63,213.76
INDIAMART,0.22,3177.0,3131.0,3160.05,3156.02,3181.04,3202.02,3227.04,3135.04,3110.02,3089.04
INDIGO,-1.44,2599.0,2541.4,2550.35,2563.58,2585.76,2621.18,2643.36,2528.16,2505.98,2470.56
INDUSINDBK,1.54,1434.0,1400.1,1430.2,1421.43,1442.76,1455.33,1476.66,1408.86,1387.53,1374.96
INDUSTOWER,-1.28,173.0,168.35,169.2,170.18,172.01,174.83,176.66,167.36,165.53,162.71
INFY,-0.38,1395.8,1385.6,1389.1,1390.17,1394.74,1400.37,1404.94,1384.54,1379.97,1374.34
INTELLECT,-0.01,697.0,679.65,687.85,688.17,696.69,705.52,714.04,679.34,670.82,661.99
IOC,-0.05,94.3,93.5,93.85,93.88,94.26,94.68,95.06,93.46,93.08,92.66
IPCALAB,-1.21,936.55,885.3,900.85,907.57,929.84,958.82,981.09,878.59,856.32,827.34
IRCTC,-0.34,648.95,635.1,646.45,643.5,651.9,657.35,665.75,638.05,629.65,624.2
ITC,-1.5,459.3,449.0,451.75,453.35,457.7,463.65,468.0,447.4,443.05,437.1
JINDALSTEL,-0.38,682.7,673.0,676.35,677.35,681.7,687.05,691.4,672.0,667.65,662.3
JKCEMENT,-1.03,3388.8,3314.35,3336.25,3346.47,3378.59,3420.92,3453.04,3304.14,3272.02,3229.69
JSWSTEEL,0.98,835.0,819.25,831.5,828.58,837.91,844.33,853.66,822.16,812.83,806.41
JUBLFOOD,-1.77,502.95,490.8,492.2,495.32,499.84,507.47,511.99,487.69,483.17,475.54
KOTAKBANK,-1.67,1832.4,1796.0,1800.85,1809.75,1823.5,1846.15,1859.9,1787.1,1773.35,1750.7
LALPATHLAB,-0.95,2391.5,2349.8,2360.5,2367.27,2384.74,2408.97,2426.44,2343.04,2325.57,2301.34
LAURUSLABS,-2.86,413.65,395.2,398.6,402.48,409.76,420.93,428.21,391.31,384.03,372.86
LICHSGFIN,-0.89,436.65,421.8,426.95,428.47,435.14,443.32,449.99,420.29,413.62,405.44
LT,-0.31,2661.6,2621.65,2643.5,2642.25,2662.85,2682.2,2702.8,2622.9,2602.3,2582.95
LTIM,0.05,5144.9,5071.55,5106.55,5107.67,5143.79,5181.02,5217.14,5070.44,5034.32,4997.09
LTTS,-1.07,4326.0,4215.75,4241.1,4260.95,4306.15,4371.2,4416.4,4195.9,4150.7,4085.65
LUPIN,-1.28,1105.5,1080.9,1085.35,1090.58,1100.26,1115.18,1124.86,1075.66,1065.98,1051.06
MANAPPURAM,2.84,147.6,142.0,146.45,145.35,148.7,150.95,154.3,143.1,139.75,137.5
MARICO,-1.42,586.65,574.05,576.85,579.18,584.31,591.78,596.91,571.71,566.58,559.11
MARUTI,-0.69,9500.0,9342.05,9397.6,9413.22,9484.39,9571.17,9642.34,9326.44,9255.27,9168.49
MCDOWELL-N,-0.76,1018.8,1007.6,1010.85,1012.42,1017.24,1023.62,1028.44,1006.04,1001.22,994.84
MCX,-2.45,1617.0,1570.0,1577.8,1588.27,1606.54,1635.27,1653.54,1559.54,1541.27,1512.54
METROPOLIS,-1.28,1441.0,1402.05,1409.05,1417.37,1432.69,1456.32,1471.64,1393.74,1378.42,1354.79
MFSL,8.28,886.55,821.0,855.1,854.22,887.44,919.77,952.99,821.89,788.67,756.34
MGL,-3.54,1064.55,1021.05,1026.85,1037.48,1053.91,1080.98,1097.41,1010.41,993.98,966.91
MOTHERSON,-2.89,99.55,95.2,95.8,96.85,98.5,101.2,102.85,94.15,92.5,89.8
MPHASIS,-0.61,2378.9,2323.55,2348.9,2350.45,2377.35,2405.8,2432.7,2322.0,2295.1,2266.65
MRF,-0.06,106753.3,105600.05,106355.6,106236.32,106872.59,107389.57,108025.84,105719.34,105083.07,104566.09
MUTHOOTFIN,0.17,1370.55,1354.35,1364.85,1363.25,1372.15,1379.45,1388.35,1355.95,1347.05,1339.75
NATIONALUM,-1.91,97.0,94.55,95.0,95.52,96.49,97.97,98.94,94.04,93.07,91.59
NAUKRI,-0.87,4723.7,4618.0,4649.6,4663.77,4709.54,4769.47,4815.24,4603.84,4558.07,4498.14
NAVINFLUOR,-1.16,4479.8,4390.15,4409.85,4426.6,4463.05,4516.25,4552.7,4373.4,4336.95,4283.75
NESTLEIND,-1.03,22244.55,21895.0,21989.75,22043.1,22191.2,22392.65,22540.75,21841.65,21693.55,21492.1
NMDC,0.93,114.65,112.5,113.7,113.62,114.74,115.77,116.89,112.59,111.47,110.44
NTPC,-0.59,220.85,216.5,217.4,218.25,220.0,222.6,224.35,215.65,213.9,211.3
OBEROIRLTY,0.58,1100.0,1079.05,1095.4,1091.48,1103.91,1112.43,1124.86,1082.96,1070.53,1062.01
OFSS,-0.22,3989.95,3936.25,3971.05,3965.75,3995.25,4019.45,4048.95,3941.55,3912.05,3887.85
ONGC,0.99,179.75,176.9,178.65,178.43,179.96,181.28,182.81,177.11,175.58,174.26
PAGEIND,2.64,40300.0,38522.0,40072.95,39631.65,40741.3,41409.65,42519.3,38963.3,37853.65,37185.3
PEL,0.05,1049.4,1032.05,1040.1,1040.52,1048.99,1057.87,1066.34,1031.64,1023.17,1014.29
PERSISTENT,-0.11,4875.0,4821.0,4844.5,4846.83,4872.66,4900.83,4926.66,4818.66,4792.83,4764.66
PETRONET,-2.2,231.8,225.65,226.45,227.97,230.29,234.12,236.44,224.14,221.82,217.99
PFC,-1.11,270.9,263.55,267.05,267.17,270.79,274.52,278.14,263.44,259.82,256.09
PIDILITIND,-3.21,2619.0,2510.55,2520.1,2549.88,2589.21,2658.33,2697.66,2480.76,2441.43,2372.31
PIIND,-0.12,3987.0,3830.95,3877.45,3898.47,3965.99,4054.52,4122.04,3809.94,3742.42,3653.89
PNB,-0.49,62.1,60.7,61.25,61.35,62.0,62.75,63.4,60.6,59.95,59.2
POLYCAB,-2.12,4689.3,4575.5,4584.65,4616.48,4657.46,4730.28,4771.26,4543.66,4502.68,4429.86
POWERGRID,0.6,242.65,240.05,241.8,241.5,242.95,244.1,245.55,240.35,238.9,237.75
PVRINOX,-0.55,1659.0,1615.0,1631.25,1635.08,1655.16,1679.08,1699.16,1611.16,1591.08,1567.16
RAMCOCEM,-0.97,873.4,853.1,856.0,860.83,868.56,881.13,888.86,848.26,840.53,827.96
RBLBANK,1.49,224.9,219.7,224.25,222.95,226.2,228.15,231.4,221.0,217.75,215.8
RECLTD,-0.57,218.2,212.7,216.6,215.83,218.96,221.33,224.46,213.46,210.33,207.96
RELIANCE,0.45,2550.0,2508.45,2536.45,2531.63,2554.81,2573.18,2596.36,2513.26,2490.08,2471.71
SAIL,-0.05,93.95,92.3,92.9,93.05,93.8,94.7,95.45,92.15,91.4,90.5
SBICARD,0.09,876.9,859.85,872.05,869.6,879.35,886.65,896.4,862.3,852.55,845.25
SBILIFE,-1.11,1358.9,1330.1,1334.35,1341.12,1352.14,1369.92,1380.94,1323.34,1312.32,1294.54
SBIN,-0.02,577.6,570.1,573.65,573.78,577.46,581.28,584.96,569.96,566.28,562.46
SHREECEM,-0.64,24395.0,23926.95,24174.55,24165.5,24404.05,24633.55,24872.1,23936.0,23697.45,23467.95
SHRIRAMFIN,0.1,1873.9,1840.0,1850.7,1854.87,1869.74,1888.77,1903.64,1835.84,1820.97,1801.94
SIEMENS,-1.71,3749.95,3654.25,3668.45,3690.88,3727.51,3786.58,3823.21,3631.81,3595.18,3536.11
SRF,-0.24,2312.0,2288.5,2294.25,2298.25,2308.0,2321.75,2331.5,2284.5,2274.75,2261.0
SUNPHARMA,-0.22,1157.9,1143.6,1150.3,1150.6,1157.6,1164.9,1171.9,1143.3,1136.3,1129.0
SUNTV,2.96,553.45,536.25,550.05,546.58,556.91,563.78,574.11,539.71,529.38,522.51
SYNGENE,1.61,819.8,802.8,815.6,812.73,822.66,829.73,839.66,805.66,795.73,788.66
TATACHEM,-0.21,1015.9,1003.85,1008.05,1009.27,1014.69,1021.32,1026.74,1002.64,997.22,990.59
TATACOMM,-1.05,1703.2,1654.65,1673.05,1676.97,1699.29,1725.52,1747.84,1650.74,1628.42,1602.19
TATACONSUM,-1.12,863.2,848.0,850.55,853.92,859.84,869.12,875.04,844.64,838.72,829.44
TATAMOTORS,-0.69,628.3,598.0,618.25,614.85,631.7,645.15,662.0,601.4,584.55,571.1
TATAPOWER,0.96,241.7,233.5,237.15,237.45,241.4,245.65,249.6,233.2,229.25,225.0
TATASTEEL,-0.17,120.65,119.25,120.0,119.97,120.69,121.37,122.09,119.29,118.57,117.89
TCS,-0.59,3464.9,3430.05,3442.1,3445.68,3461.31,3480.53,3496.16,3426.46,3410.83,3391.61
TECHM,0.64,1239.2,1215.6,1235.8,1230.2,1244.8,1253.8,1268.4,1221.2,1206.6,1197.6
TITAN,1.1,2995.5,2917.0,2988.55,2967.02,3017.04,3045.52,3095.54,2938.54,2888.52,2860.04
TORNTPHARM,-2.09,2074.9,2023.5,2030.45,2042.95,2062.4,2094.35,2113.8,2011.0,1991.55,1959.6
TORNTPOWER,1.43,675.0,661.25,671.5,669.25,677.25,683.0,691.0,663.5,655.5,649.75
TRENT,6.02,1915.0,1790.0,1895.45,1866.82,1943.64,1991.82,2068.64,1818.64,1741.82,1693.64
TVSMOTOR,0.72,1355.4,1331.3,1349.6,1345.43,1359.56,1369.53,1383.66,1335.46,1321.33,1311.36
UBL,-0.78,1555.9,1528.35,1537.15,1540.47,1552.59,1568.02,1580.14,1525.04,1512.92,1497.49
ULTRACEMCO,-0.11,8205.0,8076.0,8102.2,8127.73,8179.46,8256.73,8308.46,8050.46,7998.73,7921.46
UPL,-0.9,618.9,606.25,609.65,611.6,616.95,624.25,629.6,604.3,598.95,591.65
VEDL,-0.08,244.9,241.8,243.85,243.52,245.24,246.62,248.34,242.14,240.42,239.04
VOLTAS,-1.5,857.55,835.15,836.75,843.15,851.15,865.55,873.55,828.75,820.75,806.35
WHIRLPOOL,2.11,1542.0,1488.1,1532.65,1520.92,1553.74,1574.82,1607.64,1499.84,1467.02,1445.94
WIPRO,0.2,420.8,415.55,418.65,418.33,421.11,423.58,426.36,415.86,413.08,410.61
ZEEL,16.55,290.7,239.05,282.35,270.7,302.35,322.35,354.0,250.7,219.05,199.05
ZYDUSLIFE,-0.56,668.75,653.25,657.85,659.95,666.65,675.45,682.15,651.15,644.45,635.65
FORTIS,-1.28,330.55,322.5,323.8,325.62,328.74,333.67,336.79,320.69,317.57,312.64
GLAND,-0.66,1727.05,1643.1,1660.7,1676.95,1710.8,1760.9,1794.75,1626.85,1593.0,1542.9
HINDZINC,-0.56,321.95,318.0,318.8,319.58,321.16,323.53,325.11,317.21,315.63,313.26
INDIANB,-0.61,385.9,370.85,380.65,379.13,387.41,394.18,402.46,372.36,364.08,357.31
IRFC,1.02,50.3,48.85,49.45,49.53,50.21,50.98,51.66,48.76,48.08,47.31
PRESTIGE,-5.11,585.95,552.3,556.45,564.9,577.5,598.55,611.15,543.85,531.25,510.2
UNIONBANK,-1.37,91.5,89.1,89.85,90.15,91.2,92.55,93.6,88.8,87.75,86.4
VBL,-0.57,828.0,815.1,818.5,820.53,825.96,833.43,838.86,813.06,807.63,800.16
SONACOMS,1.06,562.45,554.5,560.35,559.1,563.7,567.05,571.65,555.75,551.15,547.8
LICI,-0.35,649.0,639.7,641.7,643.47,647.24,652.77,656.54,637.94,634.17,628.64
