symbol,percent_return,prev_high,prev_low,prev_close,PIVOT,RES1,RES2,RES3,SUP1,SUP2,SUP3
BSOFT,3.41,424.7,400.05,415.9,413.55,427.05,438.2,451.7,402.4,388.9,377.75
CANBK,-0.45,346.3,341.1,343.25,343.55,346.0,348.75,351.2,340.8,338.35,335.6
CANFINHOME,-1.7,751.2,725.8,732.7,736.57,747.34,761.97,772.74,721.94,711.17,696.54
CHAMBLFERT,0.7,278.35,272.15,274.85,275.12,278.09,281.32,284.29,271.89,268.92,265.69
CHOLAFIN,0.15,1151.95,1127.25,1137.6,1138.93,1150.61,1163.63,1175.31,1125.91,1114.23,1101.21
CIPLA,0.54,1190.4,1155.7,1177.8,1174.63,1193.56,1209.33,1228.26,1158.86,1139.93,1124.16
COALINDIA,-0.85,229.95,226.85,227.1,227.97,229.09,231.07,232.19,225.99,224.87,222.89
COFORGE,-0.43,4716.3,4630.05,4672.3,4672.88,4715.71,4759.13,4801.96,4629.46,4586.63,4543.21
COLPAL,2.37,2062.1,1992.5,2049.3,2034.63,2076.76,2104.23,2146.36,2007.16,1965.03,1937.56
CONCOR,2.18,690.95,671.45,689.75,684.05,696.65,703.55,716.15,677.15,664.55,657.65
COROMANDEL,-2.49,1006.5,977.0,979.5,987.67,998.34,1017.17,1027.84,968.84,958.17,939.34
CROMPTON,1.68,294.95,289.1,293.45,292.5,295.9,298.35,301.75,290.05,286.65,284.2
CUB,-0.15,135.65,133.5,134.0,134.38,135.26,136.53,137.41,133.11,132.23,130.96
CUMMINSIND,1.68,1961.45,1909.05,1955.05,1941.85,1974.65,1994.25,2027.05,1922.25,1889.45,1869.85
DABUR,1.38,582.85,570.0,581.7,578.18,586.36,591.03,599.21,573.51,565.33,560.66
DALBHARAT,0.8,1963.25,1936.0,1957.15,1952.13,1968.26,1979.38,1995.51,1941.01,1924.88,1913.76
DEEPAKNTR,1.8,2023.6,1970.3,2013.15,2002.35,2034.4,2055.65,2087.7,1981.1,1949.05,1927.8
DELTACORP,0.1,204.45,195.5,196.5,198.82,202.14,207.77,211.09,193.19,189.87,184.24
DIVISLAB,-0.08,3775.0,3710.0,3739.05,3741.35,3772.7,3806.35,3837.7,3707.7,3676.35,3642.7
DIXON,0.32,4075.85,4000.05,4063.6,4046.5,4092.95,4122.3,4168.75,4017.15,3970.7,3941.35
DLF,0.94,517.8,504.95,515.6,512.78,520.61,525.63,533.46,507.76,499.93,494.91
DRREDDY,1.38,5618.0,5512.0,5583.0,5571.0,5630.0,5677.0,5736.0,5524.0,5465.0,5418.0
EICHERMOT,0.82,3358.5,3329.65,3355.2,3347.78,3365.91,3376.63,3394.76,3337.06,3318.93,3308.21
ESCORTS,3.57,2542.55,2449.35,2536.85,2509.58,2569.81,2602.78,2663.01,2476.61,2416.38,2383.41
EXIDEIND,-1.8,257.0,246.75,251.15,251.63,256.51,261.88,266.76,246.26,241.38,236.01
FEDERALBNK,1.16,137.4,133.5,135.45,135.45,137.4,139.35,141.3,133.5,131.55,129.6
FSL,2.59,141.5,136.85,140.85,139.73,142.61,144.38,147.26,137.96,135.08,133.31
GAIL,0.77,118.25,116.1,117.5,117.28,118.46,119.43,120.61,116.31,115.13,114.16
GLENMARK,-2.87,829.45,792.55,798.75,806.92,821.29,843.82,858.19,784.39,770.02,747.49
GNFC,0.31,589.9,580.0,586.35,585.42,590.84,595.32,600.74,580.94,575.52,571.04
GODREJCP,0.58,1043.0,1029.2,1035.95,1036.05,1042.9,1049.85,1056.7,1029.1,1022.25,1015.3
GODREJPROP,2.63,1769.0,1706.0,1751.95,1742.32,1778.64,1805.32,1841.64,1715.64,1679.32,1652.64
GRANULES,-0.11,326.9,319.75,321.3,322.65,325.55,329.8,332.7,318.4,315.5,311.25
GRASIM,0.07,1834.9,1810.0,1823.8,1822.9,1835.8,1847.8,1860.7,1810.9,1798.0,1786.0
GUJGASLTD,2.22,482.95,470.1,481.3,478.12,486.14,490.97,498.99,473.29,465.27,460.44
HAL,1.97,3949.0,3831.1,3929.0,3903.03,3974.96,4020.93,4092.86,3857.06,3785.13,3739.16
HAVELLS,0.79,1329.2,1310.75,1325.1,1321.68,1332.61,1340.13,1351.06,1314.16,1303.23,1295.71
HCLTECH,-1.24,1118.5,1097.45,1103.55,1106.5,1115.55,1127.55,1136.6,1094.5,1085.45,1073.45
HDFCAMC,3.74,2557.45,2444.8,2538.25,2513.5,2582.2,2626.15,2694.85,2469.55,2400.85,2356.9
HDFCBANK,-1.77,1668.9,1641.1,1643.5,1651.17,1661.24,1678.97,1689.04,1633.44,1623.37,1605.64
HDFCLIFE,-0.48,664.45,654.5,659.3,659.42,664.34,669.37,674.29,654.39,649.47,644.44
HINDALCO,0.02,452.65,443.4,451.5,449.18,454.96,458.43,464.21,445.71,439.93,436.46
HINDCOPPER,0.08,129.0,126.4,127.85,127.75,129.1,130.35,131.7,126.5,125.15,123.9
HINDPETRO,-3.89,292.45,277.5,279.4,283.12,288.74,298.07,303.69,273.79,268.17,258.84
HINDUNILVR,0.57,2593.75,2565.2,2584.6,2581.18,2597.16,2609.73,2625.71,2568.61,2552.63,2540.06
HONAUT,-0.08,42100.0,41800.0,42000.2,41966.73,42133.46,42266.73,42433.46,41833.46,41666.73,41533.46
IBULHSGFIN,6.62,139.5,128.55,136.05,134.7,140.85,145.65,151.8,129.9,123.75,118.95
ICICIBANK,0.6,998.7,977.05,996.2,990.65,1004.25,1012.3,1025.9,982.6,969.0,960.95
ICICIGI,1.18,1377.5,1357.7,1373.75,1369.65,1381.6,1389.45,1401.4,1361.8,1349.85,1342.0
ICICIPRULI,1.42,581.8,567.9,580.45,576.72,585.54,590.62,599.44,571.64,562.82,557.74
IDFC,1.81,116.0,113.6,115.6,115.07,116.54,117.47,118.94,114.14,112.67,111.74
IDFCFIRSTB,1.7,84.15,82.55,83.95,83.55,84.55,85.15,86.15,82.95,81.95,81.35
IEX,2.21,124.5,119.8,122.6,122.3,124.8,127.0,129.5,120.1,117.6,115.4
IGL,0.39,466.65,459.5,461.85,462.67,465.84,469.82,472.99,458.69,455.52,451.54
INDHOTEL,1.74,393.65,378.55,391.65,387.95,397.35,403.05,412.45,382.25,372.85,367.15
INDIACEM,1.37,215.75,212.5,214.7,214.32,216.14,217.57,219.39,212.89,211.07,209.64
INDIAMART,2.98,3099.0,3005.15,3090.25,3064.8,3124.45,3158.65,3218.3,3030.6,2970.95,2936.75
INDIGO,2.63,2645.75,2535.6,2617.0,2599.45,2663.3,2709.6,2773.45,2553.15,2489.3,2443.0
INDUSINDBK,-0.96,1421.95,1397.6,1401.95,1407.17,1416.74,1431.52,1441.09,1392.39,1382.82,1368.04
INDUSTOWER,-1.14,179.5,172.0,174.0,175.17,178.34,182.67,185.84,170.84,167.67,163.34
INFY,-0.93,1363.85,1336.0,1340.5,1346.78,1357.56,1374.63,1385.41,1329.71,1318.93,1301.86
INTELLECT,19.7,692.6,599.1,690.9,660.87,722.64,754.37,816.14,629.14,567.37,535.64
IOC,-3.4,96.6,94.25,95.25,95.37,96.49,97.72,98.84,94.14,93.02,91.79
IPCALAB,3.69,865.8,825.75,857.25,849.6,873.45,889.65,913.5,833.4,809.55,793.35
IRCTC,1.8,631.95,618.2,630.65,626.93,635.66,640.68,649.41,621.91,613.18,608.16
ITC,0.73,469.45,463.4,468.45,467.1,470.8,473.15,476.85,464.75,461.05,458.7
JINDALSTEL,0.83,667.35,646.05,665.3,659.57,673.09,680.87,694.39,651.79,638.27,630.49
JKCEMENT,1.69,3261.95,3181.0,3252.5,3231.82,3282.64,3312.77,3363.59,3201.69,3150.87,3120.74
JSWSTEEL,1.31,806.0,786.0,804.15,798.72,811.44,818.72,831.44,791.44,778.72,771.44
JUBLFOOD,1.47,478.4,469.25,477.7,475.12,480.99,484.27,490.14,471.84,465.97,462.69
KOTAKBANK,0.17,1885.8,1861.1,1876.85,1874.58,1888.06,1899.28,1912.76,1863.36,1849.88,1838.66
LALPATHLAB,-5.13,2494.4,2325.0,2354.65,2391.35,2457.7,2560.75,2627.1,2288.3,2221.95,2118.9
LAURUSLABS,-1.77,348.8,331.5,337.8,339.37,347.24,356.67,364.54,329.94,322.07,312.64
LICHSGFIN,4.09,415.55,397.2,413.45,408.73,420.26,427.08,438.61,401.91,390.38,383.56
LT,-0.4,2668.15,2625.0,2649.55,2647.57,2670.14,2690.72,2713.29,2626.99,2604.42,2583.84
LTIM,-0.38,4893.5,4813.1,4844.05,4850.22,4887.34,4930.62,4967.74,4806.94,4769.82,4726.54
LTTS,1.96,4020.45,3933.7,4016.1,3990.08,4046.46,4076.83,4133.21,3959.71,3903.33,3872.96
LUPIN,-0.58,991.0,966.25,974.0,977.08,987.91,1001.83,1012.66,963.16,952.33,938.41
MANAPPURAM,-0.79,139.9,136.55,137.95,138.13,139.71,141.48,143.06,136.36,134.78,133.01
MARICO,3.66,578.15,553.05,574.35,568.52,583.99,593.62,609.09,558.89,543.42,533.79
MARUTI,-0.85,9750.0,9546.4,9670.3,9655.57,9764.74,9859.17,9968.34,9561.14,9451.97,9357.54
MCDOWELL-N,1.49,1014.0,991.6,1011.85,1005.82,1020.04,1028.22,1042.44,997.64,983.42,975.24
MCX,0.68,1685.45,1632.6,1670.5,1662.85,1693.1,1715.7,1745.95,1640.25,1610.0,1587.4
METROPOLIS,-1.06,1416.7,1372.05,1390.55,1393.1,1414.15,1437.75,1458.8,1369.5,1348.45,1324.85
MFSL,0.34,819.9,802.8,814.7,812.47,822.14,829.57,839.24,805.04,795.37,787.94
MGL,2.03,1124.75,1086.7,1112.05,1107.83,1128.96,1145.88,1167.01,1090.91,1069.78,1052.86
MOTHERSON,-2.84,100.9,95.9,97.5,98.1,100.3,103.1,105.3,95.3,93.1,90.3
MPHASIS,-1.34,2299.15,2216.75,2250.35,2255.42,2294.09,2337.82,2376.49,2211.69,2173.02,2129.29
MRF,0.13,102792.15,101880.7,102534.15,102402.33,102923.96,103313.78,103835.41,102012.51,101490.88,101101.06
MUTHOOTFIN,-0.14,1338.55,1321.65,1330.05,1330.08,1338.51,1346.98,1355.41,1321.61,1313.18,1304.71
NATIONALUM,0.63,95.6,94.4,95.35,95.12,95.84,96.32,97.04,94.64,93.92,93.44
NAUKRI,0.18,4624.75,4546.85,4579.2,4583.6,4620.35,4661.5,4698.25,4542.45,4505.7,4464.55
NAVINFLUOR,0.13,4289.95,4203.5,4271.3,4254.92,4306.34,4341.37,4392.79,4219.89,4168.47,4133.44
NESTLEIND,0.7,22631.85,22187.3,22480.9,22433.35,22679.4,22877.9,23123.95,22234.85,21988.8,21790.3
NMDC,0.31,112.75,110.9,112.55,112.07,113.24,113.92,115.09,111.39,110.22,109.54
NTPC,3.99,210.45,199.5,210.0,206.65,213.8,217.6,224.75,202.85,195.7,191.9
OBEROIRLTY,0.49,1125.8,1101.25,1119.5,1115.52,1129.79,1140.07,1154.34,1105.24,1090.97,1080.69
OFSS,0.77,3870.8,3790.05,3818.85,3826.57,3863.09,3907.32,3943.84,3782.34,3745.82,3701.59
ONGC,0.47,174.95,168.9,171.8,171.88,174.86,177.93,180.91,168.81,165.83,162.76
PAGEIND,0.18,37466.15,37225.0,37311.7,37334.28,37443.56,37575.43,37684.71,37202.41,37093.13,36961.26
PEL,-2.08,1111.85,1060.7,1072.95,1081.83,1102.96,1132.98,1154.11,1051.81,1030.68,1000.66
PERSISTENT,-0.5,4762.95,4682.5,4696.8,4714.08,4745.66,4794.53,4826.11,4665.21,4633.63,4584.76
PETRONET,1.87,230.1,223.3,229.2,227.53,231.76,234.33,238.56,224.96,220.73,218.16
PFC,0.99,260.15,252.1,255.85,256.03,259.96,264.08,268.01,251.91,247.98,243.86
PIDILITIND,0.5,2628.4,2587.15,2615.85,2610.47,2633.79,2651.72,2675.04,2592.54,2569.22,2551.29
PIIND,0.83,3598.7,3540.05,3586.95,3575.23,3610.41,3633.88,3669.06,3551.76,3516.58,3493.11
PNB,-0.72,62.85,61.5,61.95,62.1,62.7,63.45,64.05,61.35,60.75,60.0
POLYCAB,0.95,4775.0,4665.0,4745.75,4728.58,4792.16,4838.58,4902.16,4682.16,4618.58,4572.16
POWERGRID,2.99,261.15,250.1,258.2,256.48,262.86,267.53,273.91,251.81,245.43,240.76
PVRINOX,-1.29,1559.0,1522.05,1529.0,1536.68,1551.31,1573.63,1588.26,1514.36,1499.73,1477.41
RAIN,1.54,169.4,164.1,168.1,167.2,170.3,172.5,175.6,165.0,161.9,159.7
RAMCOCEM,0.09,886.25,871.1,880.55,879.3,887.5,894.45,902.65,872.35,864.15,857.2
RBLBANK,0.64,244.7,232.2,234.1,237.0,241.8,249.5,254.3,229.3,224.5,216.8
RECLTD,3.21,196.95,188.0,194.25,193.07,198.14,202.02,207.09,189.19,184.12,180.24
RELIANCE,1.0,2542.85,2500.55,2527.85,2523.75,2546.95,2566.05,2589.25,2504.65,2481.45,2462.35
SAIL,0.22,93.2,91.75,92.7,92.55,93.35,94.0,94.8,91.9,91.1,90.45
SBICARD,-0.07,862.0,848.0,857.2,855.73,863.46,869.73,877.46,849.46,841.73,835.46
SBILIFE,-0.52,1301.95,1281.3,1289.75,1291.0,1300.7,1311.65,1321.35,1280.05,1270.35,1259.4
SBIN,-0.08,619.9,613.6,616.05,616.52,619.44,622.82,625.74,613.14,610.22,606.84
SHREECEM,0.75,24184.85,23873.55,24048.05,24035.48,24197.41,24346.78,24508.71,23886.11,23724.18,23574.81
SHRIRAMFIN,0.34,1838.3,1790.0,1817.85,1815.38,1840.76,1863.68,1889.06,1792.46,1767.08,1744.16
SIEMENS,2.82,3864.3,3743.35,3857.7,3821.78,3900.21,3942.73,4021.16,3779.26,3700.83,3658.31
SRF,0.37,2187.9,2155.0,2170.1,2171.0,2187.0,2203.9,2219.9,2154.1,2138.1,2121.2
SUNPHARMA,0.32,1143.9,1121.65,1138.55,1134.7,1147.75,1156.95,1170.0,1125.5,1112.45,1103.25
SUNTV,2.47,554.7,534.7,543.05,544.15,553.6,564.15,573.6,533.6,524.15,513.6
SYNGENE,2.21,826.95,807.15,824.9,819.67,832.19,839.47,851.99,812.39,799.87,792.59
TATACHEM,5.78,1053.95,997.45,1051.05,1034.15,1070.85,1090.65,1127.35,1014.35,977.65,957.85
TATACOMM,2.57,1779.8,1724.0,1771.85,1758.55,1793.1,1814.35,1848.9,1737.3,1702.75,1681.5
TATACONSUM,1.09,860.4,842.0,859.35,853.92,865.84,872.32,884.24,847.44,835.52,829.04
TATAMOTORS,-1.3,646.0,631.8,635.3,637.7,643.6,651.9,657.8,629.4,623.5,615.2
TATAPOWER,6.22,237.2,220.0,234.65,230.62,241.24,247.82,258.44,224.04,213.42,206.84
TATASTEEL,0.67,121.1,118.7,120.6,120.13,121.56,122.53,123.96,119.16,117.73,116.76
TCS,-1.22,3393.7,3331.0,3355.4,3360.03,3389.06,3422.73,3451.76,3326.36,3297.33,3263.66
TECHM,-0.8,1100.0,1085.05,1091.05,1092.03,1099.01,1106.98,1113.96,1084.06,1077.08,1069.11
TITAN,-0.5,3010.0,2951.7,2987.0,2982.9,3014.1,3041.2,3072.4,2955.8,2924.6,2897.5
TORNTPHARM,-0.09,2036.5,1981.05,1990.3,2002.62,2024.19,2058.07,2079.64,1968.74,1947.17,1913.29
TORNTPOWER,6.29,677.65,629.55,671.8,659.67,689.79,707.77,737.89,641.69,611.57,593.59
TRENT,1.26,1738.95,1690.6,1730.65,1720.07,1749.54,1768.42,1797.89,1701.19,1671.72,1652.84
TVSMOTOR,0.15,1370.7,1345.45,1357.85,1358.0,1370.55,1383.25,1395.8,1345.3,1332.75,1320.05
UBL,1.23,1574.25,1543.55,1570.4,1562.73,1581.91,1593.43,1612.61,1551.21,1532.03,1520.51
ULTRACEMCO,0.22,8341.65,8225.0,8306.75,8291.13,8357.26,8407.78,8473.91,8240.61,8174.48,8123.96
UPL,-0.26,630.45,622.25,625.15,625.95,629.65,634.15,637.85,621.45,617.75,613.25
VEDL,0.6,279.35,276.2,278.8,278.12,280.04,281.27,283.19,276.89,274.97,273.74
VOLTAS,0.59,764.3,758.55,763.05,761.97,765.39,767.72,771.14,759.64,756.22,753.89
WHIRLPOOL,1.34,1439.85,1392.75,1435.6,1422.73,1452.71,1469.83,1499.81,1405.61,1375.63,1358.51
WIPRO,-0.3,402.85,396.55,398.75,399.38,402.21,405.68,408.51,395.91,393.08,389.61
ZEEL,3.61,247.2,235.45,245.15,242.6,249.75,254.35,261.5,238.0,230.85,226.25
ZYDUSLIFE,-1.39,646.75,637.8,640.5,641.68,645.56,650.63,654.51,636.61,632.73,627.66
FORTIS,-0.45,337.95,330.25,335.25,334.48,338.71,342.18,346.41,331.01,326.78,323.31
GLAND,2.01,1301.0,1250.25,1292.0,1281.08,1311.91,1331.83,1362.66,1261.16,1230.33,1210.41
HINDZINC,-0.08,320.9,316.9,320.15,319.32,321.74,323.32,325.74,317.74,315.32,313.74
IDFCFIRSTB,1.7,84.15,82.55,83.95,83.55,84.55,85.15,86.15,82.95,81.95,81.35
INDIANB,4.89,346.0,330.1,344.55,340.22,350.34,356.12,366.24,334.44,324.32,318.54
IRFC,0.57,35.45,34.75,35.05,35.08,35.41,35.78,36.11,34.71,34.38,34.01
PRESTIGE,8.14,597.95,549.35,590.3,579.2,609.05,627.8,657.65,560.45,530.6,511.85
UNIONBANK,-2.23,91.3,89.1,90.05,90.15,91.2,92.35,93.4,89.0,87.95,86.8
VBL,0.46,806.6,796.5,804.25,802.45,808.4,812.55,818.5,798.3,792.35,788.2
SONACOMS,-4.47,605.25,561.25,565.1,577.2,593.15,621.2,637.15,549.15,533.2,505.15
