symbol,percent_return,prev_high,prev_low,prev_close,PIVOT,RES1,RES2,RES3,SUP1,SUP2,SUP3
CIPLA,0.55,1061.75,1049.4,1054.75,1055.3,1061.2,1067.65,1073.55,1048.85,1042.95,1036.5
COALINDIA,-0.43,232.35,228.85,229.95,230.38,231.91,233.88,235.41,228.41,226.88,224.91
COFORGE,-0.8,4745.55,4678.15,4687.75,4703.82,4729.49,4771.22,4796.89,4662.09,4636.42,4594.69
COLPAL,0.55,1902.35,1870.55,1899.05,1890.65,1910.75,1922.45,1942.55,1878.95,1858.85,1847.15
CONCOR,-0.15,687.0,674.1,679.55,680.22,686.34,693.12,699.24,673.44,667.32,660.54
COROMANDEL,-0.29,972.9,953.0,967.3,964.4,975.8,984.3,995.7,955.9,944.5,936.0
CROMPTON,-0.91,292.15,286.5,287.25,288.63,290.76,294.28,296.41,285.11,282.98,279.46
CUB,-0.54,131.65,129.4,129.7,130.25,131.1,132.5,133.35,128.85,128.0,126.6
CUMMINSIND,1.09,1928.5,1903.35,1922.85,1918.23,1933.11,1943.38,1958.26,1907.96,1893.08,1882.81
DABUR,0.54,569.6,563.1,568.35,567.02,570.94,573.52,577.44,564.44,560.52,557.94
DALBHARAT,0.43,1923.75,1890.0,1908.45,1907.4,1924.8,1941.15,1958.55,1891.05,1873.65,1857.3
DEEPAKNTR,0.91,2019.6,1982.0,2007.85,2003.15,2024.3,2040.75,2061.9,1986.7,1965.55,1949.1
DELTACORP,0.29,190.9,188.25,189.2,189.45,190.65,192.1,193.3,188.0,186.8,185.35
DIVISLAB,0.91,3743.0,3681.1,3719.4,3714.5,3747.9,3776.4,3809.8,3686.0,3652.6,3624.1
DIXON,2.44,4133.9,4002.6,4112.9,4083.13,4163.66,4214.43,4294.96,4032.36,3951.83,3901.06
DLF,-2.79,499.85,478.35,480.0,486.07,493.79,507.57,515.29,472.29,464.57,450.79
DRREDDY,0.63,5479.95,5391.85,5425.4,5432.4,5472.95,5520.5,5561.05,5384.85,5344.3,5296.75
EICHERMOT,0.55,3365.0,3312.75,3326.2,3334.65,3356.55,3386.9,3408.8,3304.3,3282.4,3252.05
ESCORTS,0.31,2392.0,2357.25,2366.0,2371.75,2386.25,2406.5,2421.0,2351.5,2337.0,2316.75
EXIDEIND,-0.48,251.95,249.1,250.3,250.45,251.8,253.3,254.65,248.95,247.6,246.1
FEDERALBNK,-1.01,134.75,131.7,132.6,133.02,134.34,136.07,137.39,131.29,129.97,128.24
FSL,-0.29,139.3,136.5,138.05,137.95,139.4,140.75,142.2,136.6,135.15,133.8
GAIL,3.88,117.0,112.2,116.4,115.2,118.2,120.0,123.0,113.4,110.4,108.6
GLENMARK,-0.54,795.0,779.75,784.05,786.27,792.79,801.52,808.04,777.54,771.02,762.29
GNFC,-0.4,594.0,586.1,588.1,589.4,592.7,597.3,600.6,584.8,581.5,576.9
GODREJCP,-0.15,1040.85,1028.85,1034.85,1034.85,1040.85,1046.85,1052.85,1028.85,1022.85,1016.85
GODREJPROP,0.22,1659.95,1634.2,1651.95,1648.7,1663.2,1674.45,1688.95,1637.45,1622.95,1611.7
GRANULES,0.65,311.1,306.7,308.95,308.92,311.14,313.32,315.54,306.74,304.52,302.34
GRASIM,0.88,1842.8,1812.05,1829.05,1827.97,1843.89,1858.72,1874.64,1813.14,1797.22,1782.39
GUJGASLTD,0.45,470.45,465.9,469.05,468.47,471.04,473.02,475.59,466.49,463.92,461.94
HAL,-1.26,3905.0,3828.05,3836.35,3856.47,3884.89,3933.42,3961.84,3807.94,3779.52,3730.99
HAVELLS,0.56,1308.9,1290.65,1304.0,1301.18,1311.71,1319.43,1329.96,1293.46,1282.93,1275.21
HCLTECH,-0.12,1119.0,1105.1,1111.55,1111.88,1118.66,1125.78,1132.56,1104.76,1097.98,1090.86
HDFCAMC,1.18,2538.4,2463.75,2527.05,2509.73,2555.71,2584.38,2630.36,2481.06,2435.08,2406.41
HDFCBANK,1.08,1699.0,1678.4,1696.6,1691.33,1704.26,1711.93,1724.86,1683.66,1670.73,1663.06
HDFCLIFE,-0.21,660.0,650.0,651.8,653.93,657.86,663.93,667.86,647.86,643.93,637.86
HINDALCO,3.82,450.5,435.0,449.5,445.0,455.0,460.5,470.5,439.5,429.5,424.0
HINDCOPPER,5.42,125.15,118.5,124.55,122.73,126.96,129.38,133.61,120.31,116.08,113.66
HINDPETRO,-0.22,303.8,297.8,300.3,300.63,303.46,306.63,309.46,297.46,294.63,291.46
HINDUNILVR,-0.47,2586.6,2562.3,2568.15,2572.35,2582.4,2596.65,2606.7,2558.1,2548.05,2533.8
HONAUT,1.35,42799.0,41950.6,42598.6,42449.4,42948.2,43297.8,43796.6,42099.8,41601.0,41251.4
IBULHSGFIN,-1.07,122.2,119.9,120.3,120.8,121.7,123.1,124.0,119.4,118.5,117.1
ICICIBANK,0.27,999.0,988.25,994.7,993.98,999.71,1004.73,1010.46,988.96,983.23,978.21
ICICIGI,-1.04,1401.0,1368.0,1373.1,1380.7,1393.4,1413.7,1426.4,1360.4,1347.7,1327.4
ICICIPRULI,1.19,580.95,567.05,577.0,575.0,582.95,588.9,596.85,569.05,561.1,555.15
IDFC,0.18,114.5,112.6,113.95,113.68,114.76,115.58,116.66,112.86,111.78,110.96
IDFCFIRSTB,-0.78,84.3,82.6,83.05,83.32,84.04,85.02,85.74,82.34,81.62,80.64
IEX,-0.04,124.0,122.8,123.4,123.4,124.0,124.6,125.2,122.8,122.2,121.6
IGL,0.66,480.5,471.35,473.65,475.17,478.99,484.32,488.14,469.84,466.02,460.69
INDHOTEL,0.14,396.35,388.0,392.15,392.17,396.34,400.52,404.69,387.99,383.82,379.64
INDIACEM,2.12,215.5,208.6,212.25,212.12,215.64,219.02,222.54,208.74,205.22,201.84
INDIAMART,-3.57,3080.0,2894.7,2937.75,2970.82,3046.94,3156.12,3232.24,2861.64,2785.52,2676.34
INDIGO,-3.23,2676.05,2557.55,2584.4,2606.0,2654.45,2724.5,2772.95,2535.95,2487.5,2417.45
INDUSINDBK,-1.41,1446.0,1411.4,1415.45,1424.28,1437.16,1458.88,1471.76,1402.56,1389.68,1367.96
INDUSTOWER,1.39,174.25,169.95,171.8,172.0,174.05,176.3,178.35,169.75,167.7,165.45
INFY,-0.15,1342.85,1324.25,1334.6,1333.9,1343.55,1352.5,1362.15,1324.95,1315.3,1306.35
INTELLECT,-1.86,634.7,615.0,618.85,622.85,630.7,642.55,650.4,611.0,603.15,591.3
IOC,-0.85,100.25,98.7,99.0,99.32,99.94,100.87,101.49,98.39,97.77,96.84
IPCALAB,0.81,807.95,789.8,798.9,798.88,807.96,817.03,826.11,789.81,780.73,771.66
IRCTC,-0.14,625.0,615.6,619.45,620.02,624.44,629.42,633.84,615.04,610.62,605.64
ITC,-1.92,468.5,455.4,462.3,462.07,468.74,475.17,481.84,455.64,448.97,442.54
JINDALSTEL,5.62,667.95,633.65,664.7,655.43,677.21,689.73,711.51,642.91,621.13,608.61
JKCEMENT,3.21,3278.5,3139.95,3249.1,3222.52,3305.09,3361.07,3443.64,3166.54,3083.97,3027.99
JSWSTEEL,3.21,805.5,777.0,800.55,794.35,811.7,822.85,840.2,783.2,765.85,754.7
JUBLFOOD,2.07,488.9,465.05,476.65,476.87,488.69,500.72,512.54,464.84,453.02,440.99
KOTAKBANK,-1.15,1902.0,1856.45,1875.5,1877.98,1899.51,1923.53,1945.06,1853.96,1832.43,1808.41
LALPATHLAB,1.56,2407.95,2355.95,2383.05,2382.32,2408.69,2434.32,2460.69,2356.69,2330.32,2304.69
LAURUSLABS,-0.5,350.85,345.0,346.9,347.58,350.16,353.43,356.01,344.31,341.73,338.46
LICHSGFIN,0.54,394.35,389.6,392.5,392.15,394.7,396.9,399.45,389.95,387.4,385.2
LT,-1.7,2617.75,2553.0,2560.9,2577.22,2601.44,2641.97,2666.19,2536.69,2512.47,2471.94
LTIM,-0.21,4899.0,4852.5,4868.65,4873.38,4894.26,4919.88,4940.76,4847.76,4826.88,4801.26
LTTS,-0.49,4025.0,3937.0,3974.15,3978.72,4020.44,4066.72,4108.44,3932.44,3890.72,3844.44
LUPIN,0.09,944.15,931.5,937.6,937.75,944.0,950.4,956.65,931.35,925.1,918.7
MANAPPURAM,3.17,130.6,126.2,130.1,128.97,131.74,133.37,136.14,127.34,124.57,122.94
MARICO,0.97,541.9,532.35,540.6,538.28,544.21,547.83,553.76,534.66,528.73,525.11
MARUTI,0.66,9774.95,9616.8,9758.6,9716.78,9816.76,9874.93,9974.91,9658.61,9558.63,9500.46
MCDOWELL-N,0.59,990.0,974.0,983.45,982.48,990.96,998.48,1006.96,974.96,966.48,958.96
MCX,0.54,1673.9,1635.55,1665.3,1658.25,1680.95,1696.6,1719.3,1642.6,1619.9,1604.25
METROPOLIS,-0.32,1426.9,1395.05,1403.3,1408.42,1421.79,1440.27,1453.64,1389.94,1376.57,1358.09
MFSL,0.62,820.25,798.2,811.8,810.08,821.96,832.13,844.01,799.91,788.03,777.86
MGL,3.86,1092.0,1043.25,1089.3,1074.85,1106.45,1123.6,1155.2,1057.7,1026.1,1008.95
MOTHERSON,1.24,100.5,96.75,98.25,98.5,100.25,102.25,104.0,96.5,94.75,92.75
MPHASIS,-0.2,2300.0,2252.65,2268.1,2273.58,2294.51,2320.93,2341.86,2247.16,2226.23,2199.81
MRF,-0.19,102699.0,102000.0,102525.8,102408.27,102816.54,103107.27,103515.54,102117.54,101709.27,101418.54
MUTHOOTFIN,1.2,1318.85,1286.6,1312.3,1305.92,1325.24,1338.17,1357.49,1292.99,1273.67,1260.74
NATIONALUM,2.93,95.0,91.9,94.85,93.92,95.94,97.02,99.04,92.84,90.82,89.74
NAUKRI,0.99,4624.0,4567.35,4613.4,4601.58,4635.81,4658.23,4692.46,4579.16,4544.93,4522.51
NAVINFLUOR,-2.58,4418.95,4267.0,4308.4,4331.45,4395.9,4483.4,4547.85,4243.95,4179.5,4092.0
NESTLEIND,-0.21,23140.0,22675.25,22772.9,22862.72,23050.19,23327.47,23514.94,22585.44,22397.97,22120.69
NMDC,1.08,112.75,111.05,112.2,112.0,112.95,113.7,114.65,111.25,110.3,109.55
NTPC,2.42,201.35,195.9,200.65,199.3,202.7,204.75,208.15,197.25,193.85,191.8
OBEROIRLTY,-0.25,1099.0,1055.8,1064.6,1073.13,1090.46,1116.33,1133.66,1047.26,1029.93,1004.06
OFSS,-0.17,3882.2,3821.15,3844.2,3849.18,3877.21,3910.23,3938.26,3816.16,3788.13,3755.11
ONGC,1.17,173.35,171.3,173.0,172.55,173.8,174.6,175.85,171.75,170.5,169.7
PAGEIND,-0.7,37955.0,36900.0,37196.2,37350.4,37800.8,38405.4,38855.8,36745.8,36295.4,35690.8
PEL,1.23,1013.0,988.15,1004.0,1001.72,1015.29,1026.57,1040.14,990.44,976.87,965.59
PERSISTENT,-1.91,4808.5,4659.1,4682.95,4716.85,4774.6,4866.25,4924.0,4625.2,4567.45,4475.8
PETRONET,0.83,226.1,224.0,225.7,225.27,226.54,227.37,228.64,224.44,223.17,222.34
PFC,-0.63,243.45,235.4,238.25,239.03,242.66,247.08,250.71,234.61,230.98,226.56
PIDILITIND,-1.67,2648.0,2587.8,2607.4,2614.4,2641.0,2674.6,2701.2,2580.8,2554.2,2520.6
PIIND,-1.59,3648.7,3546.2,3573.35,3589.42,3632.64,3691.92,3735.14,3530.14,3486.92,3427.64
PNB,-2.25,63.0,60.55,60.7,61.42,62.29,63.87,64.74,59.84,58.97,57.39
POLYCAB,-0.11,4784.0,4650.1,4693.4,4709.17,4768.24,4843.07,4902.14,4634.34,4575.27,4500.44
POWERGRID,1.5,251.5,248.15,251.15,250.27,252.39,253.62,255.74,249.04,246.92,245.69
PVRINOX,-0.71,1502.5,1466.4,1483.85,1484.25,1502.1,1520.35,1538.2,1466.0,1448.15,1429.9
RAIN,1.77,167.75,164.05,166.75,166.18,168.31,169.88,172.01,164.61,162.48,160.91
RAMCOCEM,1.76,900.1,883.55,897.6,893.75,903.95,910.3,920.5,887.4,877.2,870.85
RBLBANK,0.59,225.55,217.5,223.3,222.12,226.74,230.17,234.79,218.69,214.07,210.64
RECLTD,-0.46,174.25,171.0,172.15,172.47,173.94,175.72,177.19,170.69,169.22,167.44
RELIANCE,-0.06,2505.2,2480.0,2485.8,2490.33,2500.66,2515.53,2525.86,2475.46,2465.13,2450.26
SAIL,2.61,92.75,89.75,92.25,91.58,93.41,94.58,96.41,90.41,88.58,87.41
SBICARD,1.94,879.9,860.2,876.45,872.18,884.16,891.88,903.86,864.46,852.48,844.76
SBILIFE,-1.22,1320.0,1290.1,1301.1,1303.73,1317.36,1333.63,1347.26,1287.46,1273.83,1257.56
SBIN,-1.3,621.8,604.2,609.6,611.87,619.54,629.47,637.14,601.94,594.27,584.34
SHREECEM,1.91,23709.95,23200.0,23681.8,23530.58,23861.16,24040.53,24371.11,23351.21,23020.63,22841.26
SHRIRAMFIN,1.51,1830.95,1796.0,1823.5,1816.82,1837.64,1851.77,1872.59,1802.69,1781.87,1767.74
SIEMENS,-0.06,3729.4,3666.3,3692.75,3696.15,3726.0,3759.25,3789.1,3662.9,3633.05,3599.8
SRF,0.92,2183.0,2040.0,2164.1,2129.03,2218.06,2272.03,2361.06,2075.06,1986.03,1932.06
SUNPHARMA,-0.49,1110.0,1090.8,1095.05,1098.62,1106.44,1117.82,1125.64,1087.24,1079.42,1068.04
SUNTV,-0.54,544.3,531.0,538.4,537.9,544.8,551.2,558.1,531.5,524.6,518.2
SYNGENE,0.45,779.25,765.3,776.75,773.77,782.24,787.72,796.19,768.29,759.82,754.34
TATACHEM,-1.35,995.0,975.0,977.1,982.37,989.74,1002.37,1009.74,969.74,962.37,949.74
TATACOMM,-0.76,1637.75,1601.95,1611.3,1617.0,1632.05,1652.8,1667.85,1596.25,1581.2,1560.45
TATACONSUM,0.63,869.5,856.0,868.55,864.68,873.36,878.18,886.86,859.86,851.18,846.36
TATAMOTORS,1.62,642.5,633.35,639.45,638.43,643.51,647.58,652.66,634.36,629.28,625.21
TATAPOWER,0.97,220.5,217.5,219.45,219.15,220.8,222.15,223.8,217.8,216.15,214.8
TATASTEEL,3.25,119.9,114.35,119.25,117.83,121.31,123.38,126.86,115.76,112.28,110.21
TCS,0.13,3406.8,3380.2,3399.15,3395.38,3410.56,3421.98,3437.16,3383.96,3368.78,3357.36
TECHM,-0.46,1164.7,1145.0,1156.5,1155.4,1165.8,1175.1,1185.5,1146.1,1135.7,1126.4
TITAN,1.67,3032.9,2972.75,3029.0,3011.55,3050.35,3071.7,3110.5,2990.2,2951.4,2930.05
TORNTPHARM,1.62,1982.0,1941.55,1972.5,1965.35,1989.15,2005.8,2029.6,1948.7,1924.9,1908.25
TORNTPOWER,1.28,634.0,608.0,611.55,617.85,627.7,643.85,653.7,601.7,591.85,575.7
TRENT,0.01,1718.45,1691.95,1709.45,1706.62,1721.29,1733.12,1747.79,1694.79,1680.12,1668.29
TVSMOTOR,5.88,1388.45,1313.65,1384.0,1362.03,1410.41,1436.83,1485.21,1335.61,1287.23,1260.81
UBL,-1.07,1502.1,1470.15,1480.6,1484.28,1498.41,1516.23,1530.36,1466.46,1452.33,1434.51
ULTRACEMCO,2.11,8415.0,8244.7,8393.3,8351.0,8457.3,8521.3,8627.6,8287.0,8180.7,8116.7
UPL,-0.97,635.0,624.05,626.0,628.35,632.65,639.3,643.6,621.7,617.4,610.75
VEDL,2.06,277.75,272.1,276.9,275.58,279.06,281.23,284.71,273.41,269.93,267.76
VOLTAS,0.2,771.4,764.7,767.15,767.75,770.8,774.45,777.5,764.1,761.05,757.4
WHIRLPOOL,-1.01,1445.95,1420.1,1425.7,1430.58,1441.06,1456.43,1466.91,1415.21,1404.73,1389.36
WIPRO,-0.9,405.5,400.0,400.4,401.97,403.94,407.47,409.44,398.44,396.47,392.94
ZEEL,6.27,241.0,219.2,235.65,231.95,244.7,253.75,266.5,222.9,210.15,201.1
ZYDUSLIFE,1.3,624.0,613.0,621.75,619.58,626.16,630.58,637.16,615.16,608.58,604.16
FORTIS,1.21,341.65,335.0,340.1,338.92,342.84,345.57,349.49,336.19,332.27,329.54
GLAND,-0.98,1264.5,1218.1,1227.15,1236.58,1255.06,1282.98,1301.46,1208.66,1190.18,1162.26
HINDZINC,0.47,320.0,312.0,318.05,316.68,321.36,324.68,329.36,313.36,308.68,305.36
IDFCFIRSTB,-0.78,84.3,82.6,83.05,83.32,84.04,85.02,85.74,82.34,81.62,80.64
INDIANB,-2.01,337.95,327.6,329.15,331.57,335.54,341.92,345.89,325.19,321.22,314.84
IRFC,-1.85,35.2,34.3,34.45,34.65,35.0,35.55,35.9,34.1,33.75,33.2
PRESTIGE,1.32,562.0,550.25,555.35,555.87,561.49,567.62,573.24,549.74,544.12,537.99
UNIONBANK,-0.73,90.35,86.75,88.0,88.37,89.99,91.97,93.59,86.39,84.77,82.79
VBL,-1.6,816.5,799.0,804.6,806.7,814.4,824.2,831.9,796.9,789.2,779.4
SONACOMS,2.39,598.0,585.95,594.7,592.88,599.81,604.93,611.86,587.76,580.83,575.71
