symbol,percent_return,prev_high,prev_low,prev_close,PIVOT,RES1,RES2,RES3,SUP1,SUP2,SUP3
BOSCHLTD,0.09,18390.0,18111.1,18256.7,18252.6,18394.1,18531.5,18673.0,18115.2,17973.7,17836.3
BPCL,-2.07,370.85,360.05,360.4,363.77,367.49,374.57,378.29,356.69,352.97,345.89
BRITANNIA,-0.01,4832.0,4766.65,4798.5,4799.05,4831.45,4864.4,4896.8,4766.1,4733.7,4700.75
BSOFT,1.15,442.8,433.45,438.8,438.35,443.25,447.7,452.6,433.9,429.0,424.55
CANBK,0.46,334.7,326.7,328.75,330.05,333.4,338.05,341.4,325.4,322.05,317.4
CANFINHOME,0.8,739.4,726.1,733.1,732.87,739.64,746.17,752.94,726.34,719.57,713.04
CHAMBLFERT,1.12,274.5,269.2,271.5,271.73,274.26,277.03,279.56,268.96,266.43,263.66
CHOLAFIN,1.39,1092.0,1072.15,1085.3,1083.15,1094.15,1103.0,1114.0,1074.3,1063.3,1054.45
CIPLA,3.77,1238.7,1171.0,1209.75,1206.48,1241.96,1274.18,1309.66,1174.26,1138.78,1106.56
COALINDIA,1.61,236.5,230.5,233.75,233.58,236.66,239.58,242.66,230.66,227.58,224.66
COFORGE,2.58,4893.7,4788.65,4888.15,4856.83,4925.01,4961.88,5030.06,4819.96,4751.78,4714.91
COLPAL,0.04,2051.45,1980.85,1995.45,2009.25,2037.65,2079.85,2108.25,1967.05,1938.65,1896.45
CONCOR,0.9,697.0,687.25,695.15,693.13,699.01,702.88,708.76,689.26,683.38,679.51
COROMANDEL,0.84,1050.0,1030.8,1042.7,1041.17,1051.54,1060.37,1070.74,1032.34,1021.97,1013.14
CROMPTON,1.71,300.45,292.95,297.15,296.85,300.75,304.35,308.25,293.25,289.35,285.75
CUB,1.41,133.65,131.4,132.75,132.6,133.8,134.85,136.05,131.55,130.35,129.3
CUMMINSIND,-4.52,1903.85,1745.05,1796.1,1815.0,1884.95,1973.8,2043.75,1726.15,1656.2,1567.35
DABUR,2.64,593.75,563.8,569.7,575.75,587.7,605.7,617.65,557.75,545.8,527.8
DALBHARAT,0.88,2001.0,1972.8,1990.15,1987.98,2003.16,2016.18,2031.36,1974.96,1959.78,1946.76
DEEPAKNTR,0.76,2050.0,1938.25,2041.35,2009.87,2081.49,2121.62,2193.24,1969.74,1898.12,1857.99
DELTACORP,-0.64,190.95,185.85,186.65,187.82,189.79,192.92,194.89,184.69,182.72,179.59
DIVISLAB,0.51,3759.95,3723.0,3745.4,3742.78,3762.56,3779.73,3799.51,3725.61,3705.83,3688.66
DIXON,3.89,4816.85,4465.0,4616.25,4632.7,4800.4,4984.55,5152.25,4448.55,4280.85,4096.7
DLF,0.27,494.0,488.0,489.65,490.55,493.1,496.55,499.1,487.1,484.55,481.1
DRREDDY,-0.18,5711.0,5640.0,5649.55,5666.85,5693.7,5737.85,5764.7,5622.7,5595.85,5551.7
EICHERMOT,-0.6,3478.85,3350.0,3359.55,3396.13,3442.26,3524.98,3571.11,3313.41,3267.28,3184.56
ESCORTS,1.02,2597.95,2551.05,2575.55,2574.85,2598.65,2621.75,2645.55,2551.75,2527.95,2504.85
EXIDEIND,-0.1,260.45,255.5,256.65,257.53,259.56,262.48,264.51,254.61,252.58,249.66
FEDERALBNK,1.85,135.5,131.7,134.6,133.93,136.16,137.73,139.96,132.36,130.13,128.56
FSL,3.65,151.9,143.85,149.1,148.28,152.71,156.33,160.76,144.66,140.23,136.61
GAIL,-0.22,116.9,114.2,115.3,115.47,116.74,118.17,119.44,114.04,112.77,111.34
GLENMARK,1.44,805.0,783.85,803.55,797.47,811.09,818.62,832.24,789.94,776.32,768.79
GNFC,0.47,589.5,583.45,585.75,586.23,589.01,592.28,595.06,582.96,580.18,576.91
GODREJCP,0.3,1020.85,1009.5,1017.55,1015.97,1022.44,1027.32,1033.79,1011.09,1004.62,999.74
GODREJPROP,-2.36,1589.95,1531.45,1535.9,1552.43,1573.41,1610.93,1631.91,1514.91,1493.93,1456.41
GRANULES,0.03,325.4,317.3,318.3,320.33,323.36,328.43,331.46,315.26,312.23,307.16
GRASIM,-0.28,1845.95,1820.15,1825.45,1830.52,1840.89,1856.32,1866.69,1815.09,1804.72,1789.29
GUJGASLTD,-0.91,457.5,449.65,450.9,452.68,455.71,460.53,463.56,447.86,444.83,440.01
HAL,-0.44,3799.95,3740.3,3750.0,3763.42,3786.54,3823.07,3846.19,3726.89,3703.77,3667.24
HAVELLS,0.96,1325.6,1294.0,1313.95,1311.18,1328.36,1342.78,1359.96,1296.76,1279.58,1265.16
HCLTECH,1.67,1152.35,1126.0,1144.35,1140.9,1155.8,1167.25,1182.15,1129.45,1114.55,1103.1
HDFCAMC,0.26,2437.95,2371.55,2406.3,2405.27,2438.99,2471.67,2505.39,2372.59,2338.87,2306.19
HDFCBANK,1.45,1656.5,1629.25,1652.2,1645.98,1662.71,1673.23,1689.96,1635.46,1618.73,1608.21
HDFCLIFE,1.5,644.25,635.15,642.2,640.53,645.91,649.63,655.01,636.81,631.43,627.71
HINDALCO,0.82,466.0,453.9,457.0,458.97,464.04,471.07,476.14,451.94,446.87,439.84
HINDCOPPER,1.89,157.4,153.1,154.0,154.83,156.56,159.13,160.86,152.26,150.53,147.96
HINDPETRO,-1.35,273.9,266.2,266.7,268.93,271.66,276.63,279.36,263.96,261.23,256.26
HINDUNILVR,-0.21,2558.95,2535.05,2546.0,2546.67,2558.29,2570.57,2582.19,2534.39,2522.77,2510.49
HONAUT,0.33,42799.0,41800.8,42327.75,42309.18,42817.56,43307.38,43815.76,41819.36,41310.98,40821.16
IBULHSGFIN,0.94,169.3,160.6,166.2,165.37,170.14,174.07,178.84,161.44,156.67,152.74
ICICIBANK,0.57,976.0,961.25,970.5,969.25,977.25,984.0,992.0,962.5,954.5,947.75
ICICIGI,1.45,1374.95,1346.6,1366.9,1362.82,1379.04,1391.17,1407.39,1350.69,1334.47,1322.34
ICICIPRULI,1.44,582.0,568.25,579.0,576.42,584.59,590.17,598.34,570.84,562.67,557.09
IDFC,0.17,119.9,117.65,118.6,118.72,119.79,120.97,122.04,117.54,116.47,115.29
IDFCFIRSTB,0.58,88.2,86.5,87.45,87.38,88.26,89.08,89.96,86.56,85.68,84.86
IEX,0.75,128.45,126.3,127.05,127.27,128.24,129.42,130.39,126.09,125.12,123.94
IGL,0.63,456.85,449.0,455.35,453.73,458.46,461.58,466.31,450.61,445.88,442.76
INDHOTEL,0.55,401.45,394.45,395.85,397.25,400.05,404.25,407.05,393.05,390.25,386.05
INDIACEM,3.57,225.35,215.65,224.75,221.92,228.19,231.62,237.89,218.49,212.22,208.79
INDIAMART,3.48,3135.0,3030.8,3125.2,3097.0,3163.2,3201.2,3267.4,3059.0,2992.8,2954.8
INDIGO,2.66,2520.0,2451.0,2512.9,2494.63,2538.26,2563.63,2607.26,2469.26,2425.63,2400.26
INDUSINDBK,3.31,1414.9,1366.3,1409.6,1396.93,1427.56,1445.53,1476.16,1378.96,1348.33,1330.36
INDUSTOWER,1.11,175.15,170.6,173.0,172.92,175.24,177.47,179.79,170.69,168.37,166.14
INFY,1.03,1385.9,1362.0,1378.35,1375.42,1388.84,1399.32,1412.74,1364.94,1351.52,1341.04
INTELLECT,4.26,715.5,668.85,691.95,692.1,715.35,738.75,762.0,668.7,645.45,622.05
IOC,-1.28,93.9,92.05,92.3,92.75,93.45,94.6,95.3,91.6,90.9,89.75
IPCALAB,1.54,911.75,888.25,908.3,902.77,917.29,926.27,940.79,893.79,879.27,870.29
IRCTC,-1.01,668.9,651.6,653.55,658.02,664.44,675.32,681.74,647.14,640.72,629.84
ITC,-0.24,461.4,454.25,454.95,456.87,459.49,464.02,466.64,452.34,449.72,445.19
JINDALSTEL,0.94,664.3,647.55,652.7,654.85,662.15,671.6,678.9,645.4,638.1,628.65
JKCEMENT,0.25,3229.9,3165.1,3209.25,3201.42,3237.74,3266.22,3302.54,3172.94,3136.62,3108.14
JSWSTEEL,0.19,814.8,802.8,805.95,807.85,812.9,819.85,824.9,800.9,795.85,788.9
JUBLFOOD,5.27,520.0,492.0,517.15,509.72,527.44,537.72,555.44,499.44,481.72,471.44
KOTAKBANK,0.84,1842.8,1811.15,1838.5,1830.82,1850.49,1862.47,1882.14,1818.84,1799.17,1787.19
LALPATHLAB,1.06,2362.0,2311.15,2349.95,2341.03,2370.91,2391.88,2421.76,2320.06,2290.18,2269.21
LAURUSLABS,2.07,394.5,382.5,392.3,389.77,397.04,401.77,409.04,385.04,377.77,373.04
LICHSGFIN,8.19,433.75,390.0,426.65,416.8,443.6,460.55,487.35,399.85,373.05,356.1
LT,1.11,2635.0,2598.5,2626.9,2620.13,2641.76,2656.63,2678.26,2605.26,2583.63,2568.76
LTIM,1.46,4980.95,4881.2,4940.9,4934.35,4987.5,5034.1,5087.25,4887.75,4834.6,4788.0
LTTS,0.28,4289.7,4200.0,4215.2,4234.97,4269.94,4324.67,4359.64,4180.24,4145.27,4090.54
LUPIN,2.77,1078.45,1011.1,1064.0,1051.18,1091.26,1118.53,1158.61,1023.91,983.83,956.56
MANAPPURAM,1.24,136.0,133.0,134.4,134.47,135.94,137.47,138.94,132.94,131.47,129.94
MARICO,0.67,581.85,571.6,576.2,576.55,581.5,586.8,591.75,571.25,566.3,561.0
MARUTI,-0.77,9616.0,9427.0,9470.4,9504.47,9581.94,9693.47,9770.94,9392.94,9315.47,9203.94
MCDOWELL-N,0.35,1009.0,996.45,1005.95,1003.8,1011.15,1016.35,1023.7,998.6,991.25,986.05
MCX,2.09,1641.25,1592.05,1633.9,1622.4,1652.75,1671.6,1701.95,1603.55,1573.2,1554.35
METROPOLIS,-3.44,1425.0,1356.05,1359.25,1380.1,1404.15,1449.05,1473.1,1335.2,1311.15,1266.25
MFSL,0.19,793.95,763.45,771.1,776.17,788.89,806.67,819.39,758.39,745.67,727.89
MGL,-5.75,1140.0,1053.85,1056.25,1083.37,1112.89,1169.52,1199.04,1026.74,997.22,940.59
MOTHERSON,-0.31,98.9,95.8,96.7,97.13,98.46,100.23,101.56,95.36,94.03,92.26
MPHASIS,1.21,2279.0,2244.0,2263.65,2262.22,2280.44,2297.22,2315.44,2245.44,2227.22,2210.44
MRF,4.04,111997.0,106775.35,111296.5,110022.95,113270.55,115244.6,118492.2,108048.9,104801.3,102827.25
MUTHOOTFIN,1.06,1352.85,1334.3,1349.1,1345.42,1356.54,1363.97,1375.09,1337.99,1326.87,1319.44
NATIONALUM,0.85,96.1,94.45,95.05,95.2,95.95,96.85,97.6,94.3,93.55,92.65
NAUKRI,7.69,4934.8,4540.0,4886.7,4787.17,5034.34,5181.97,5429.14,4639.54,4392.37,4244.74
NAVINFLUOR,0.05,4549.0,4466.5,4505.85,4507.12,4547.74,4589.62,4630.24,4465.24,4424.62,4382.74
NESTLEIND,-0.09,22698.85,22412.0,22454.5,22521.78,22631.56,22808.63,22918.41,22344.71,22234.93,22057.86
NMDC,0.09,114.45,113.1,113.25,113.6,114.1,114.95,115.45,112.75,112.25,111.4
NTPC,-0.98,222.2,217.6,217.95,219.25,220.9,223.85,225.5,216.3,214.65,211.7
OBEROIRLTY,1.77,1138.1,1091.0,1121.9,1117.0,1143.0,1164.1,1190.1,1095.9,1069.9,1048.8
OFSS,1.74,3956.3,3821.85,3883.3,3887.15,3952.45,4021.6,4086.9,3818.0,3752.7,3683.55
ONGC,0.73,174.45,172.1,173.35,173.3,174.5,175.65,176.85,172.15,170.95,169.8
PAGEIND,0.35,39071.45,38630.0,38910.3,38870.58,39111.16,39312.03,39552.61,38669.71,38429.13,38228.26
PEL,0.3,981.95,962.2,966.3,970.15,978.1,989.9,997.85,958.35,950.4,938.6
PERSISTENT,2.02,4810.0,4710.3,4785.75,4768.68,4827.06,4868.38,4926.76,4727.36,4668.98,4627.66
PETRONET,-0.22,226.4,223.75,224.1,224.75,225.75,227.4,228.4,223.1,222.1,220.45
PFC,-0.6,262.9,257.15,258.6,259.55,261.95,265.3,267.7,256.2,253.8,250.45
PIDILITIND,0.98,2618.65,2584.55,2609.8,2604.33,2624.11,2638.43,2658.21,2590.01,2570.23,2555.91
PIIND,0.52,3734.0,3682.75,3701.75,3706.17,3729.59,3757.42,3780.84,3678.34,3654.92,3627.09
PNB,0.84,60.6,59.25,59.95,59.93,60.61,61.28,61.96,59.26,58.58,57.91
POLYCAB,0.0,4663.7,4589.5,4614.9,4622.7,4655.9,4696.9,4730.1,4581.7,4548.5,4507.5
POWERGRID,-0.54,249.05,246.6,247.35,247.67,248.74,250.12,251.19,246.29,245.22,243.84
PVRINOX,0.44,1633.0,1604.7,1617.05,1618.25,1631.8,1646.55,1660.1,1603.5,1589.95,1575.2
RAMCOCEM,0.63,882.0,855.3,876.6,871.3,887.3,898.0,914.0,860.6,844.6,833.9
RBLBANK,-2.31,222.8,209.05,216.1,215.98,222.91,229.73,236.66,209.16,202.23,195.41
RECLTD,-0.08,202.45,197.4,199.4,199.75,202.1,204.8,207.15,197.05,194.7,192.0
RELIANCE,1.36,2516.0,2471.6,2509.55,2499.05,2526.5,2543.45,2570.9,2482.1,2454.65,2437.7
SAIL,1.18,94.25,93.1,94.0,93.78,94.46,94.93,95.61,93.31,92.63,92.16
SBICARD,2.3,888.95,864.0,881.3,878.08,892.16,903.03,917.11,867.21,853.13,842.26
SBILIFE,1.13,1287.15,1254.0,1267.9,1269.68,1285.36,1302.83,1318.51,1252.21,1236.53,1219.06
SBIN,-2.91,598.7,571.4,573.3,581.13,590.86,608.43,618.16,563.56,553.83,536.26
SHREECEM,0.46,24286.0,24102.5,24224.2,24204.23,24305.96,24387.73,24489.46,24122.46,24020.73,23938.96
SHRIRAMFIN,1.02,1843.7,1802.05,1837.0,1827.58,1853.11,1869.23,1894.76,1811.46,1785.93,1769.81
SIEMENS,-0.5,3828.75,3763.45,3776.0,3789.4,3815.35,3854.7,3880.65,3750.05,3724.1,3684.75
SRF,0.25,2280.0,2260.0,2266.8,2268.93,2277.86,2288.93,2297.86,2257.86,2248.93,2237.86
SUNPHARMA,-0.18,1145.0,1121.05,1138.95,1135.0,1148.95,1158.95,1172.9,1125.0,1111.05,1101.05
SUNTV,1.8,539.65,520.25,533.2,531.03,541.81,550.43,561.21,522.41,511.63,503.01
SYNGENE,1.53,814.95,800.0,810.85,808.6,817.2,823.55,832.15,802.25,793.65,787.3
TATACHEM,0.76,1058.8,1042.3,1047.45,1049.52,1056.74,1066.02,1073.24,1040.24,1033.02,1023.74
TATACOMM,-0.03,1709.95,1682.7,1686.3,1692.98,1703.26,1720.23,1730.51,1676.01,1665.73,1648.76
TATACONSUM,-0.07,841.6,832.3,834.8,836.23,840.16,845.53,849.46,830.86,826.93,821.56
TATAMOTORS,-0.64,625.0,613.3,615.0,617.77,622.24,629.47,633.94,610.54,606.07,598.84
TATAPOWER,0.08,237.35,234.5,235.65,235.83,237.16,238.68,240.01,234.31,232.98,231.46
TATASTEEL,0.68,119.75,118.0,119.0,118.92,119.84,120.67,121.59,118.09,117.17,116.34
TCS,1.28,3471.0,3401.25,3443.55,3438.6,3475.95,3508.35,3545.7,3406.2,3368.85,3336.45
TECHM,2.84,1181.85,1142.8,1175.2,1166.62,1190.44,1205.67,1229.49,1151.39,1127.57,1112.34
TITAN,0.08,2935.8,2898.0,2904.4,2912.73,2927.46,2950.53,2965.26,2889.66,2874.93,2851.86
TORNTPHARM,3.32,2081.0,2004.5,2062.15,2049.22,2093.94,2125.72,2170.44,2017.44,1972.72,1940.94
TORNTPOWER,-0.4,681.0,661.35,666.0,669.45,677.55,689.1,697.2,657.9,649.8,638.25
TRENT,0.8,1718.05,1690.0,1700.95,1703.0,1716.0,1731.05,1744.05,1687.95,1674.95,1659.9
TVSMOTOR,-0.33,1384.95,1346.45,1358.8,1363.4,1380.35,1401.9,1418.85,1341.85,1324.9,1303.35
UBL,1.57,1583.9,1564.0,1580.0,1575.97,1587.94,1595.87,1607.84,1568.04,1556.07,1548.14
ULTRACEMCO,0.27,8231.85,8148.75,8158.15,8179.58,8210.41,8262.68,8293.51,8127.31,8096.48,8044.21
UPL,0.48,607.35,600.45,603.35,603.72,606.99,610.62,613.89,600.09,596.82,593.19
VEDL,-2.76,254.6,245.4,247.05,249.02,252.64,258.22,261.84,243.44,239.82,234.24
VOLTAS,2.47,821.55,799.0,819.3,813.28,827.56,835.83,850.11,805.01,790.73,782.46
WHIRLPOOL,1.91,1472.0,1418.45,1461.7,1450.72,1482.99,1504.27,1536.54,1429.44,1397.17,1375.89
WIPRO,2.3,410.0,400.3,408.85,406.38,412.46,416.08,422.16,402.76,396.68,393.06
ZEEL,0.15,237.0,225.0,234.35,232.12,239.24,244.12,251.24,227.24,220.12,215.24
ZYDUSLIFE,1.52,655.6,642.45,649.75,649.27,656.09,662.42,669.24,642.94,636.12,629.79
FORTIS,1.76,339.5,333.35,338.5,337.12,340.89,343.27,347.04,334.74,330.97,328.59
GLAND,0.49,1364.0,1330.0,1335.45,1343.15,1356.3,1377.15,1390.3,1322.3,1309.15,1288.3
HINDZINC,0.03,321.5,316.75,318.2,318.82,320.89,323.57,325.64,316.14,314.07,311.39
INDIANB,0.25,348.35,339.05,343.35,343.58,348.11,352.88,357.41,338.81,334.28,329.51
IRFC,0.78,48.3,44.5,45.05,45.95,47.4,49.75,51.2,43.6,42.15,39.8
PRESTIGE,0.52,580.0,568.55,573.95,574.17,579.79,585.62,591.24,568.34,562.72,556.89
UNIONBANK,0.97,88.65,87.2,88.15,88.0,88.8,89.45,90.25,87.35,86.55,85.9
VBL,0.33,839.05,821.95,825.3,828.77,835.59,845.87,852.69,818.49,811.67,801.39
SONACOMS,-1.01,566.5,549.1,557.75,557.78,566.46,575.18,583.86,549.06,540.38,531.66
LICI,2.16,665.0,646.15,658.5,656.55,666.95,675.4,685.8,648.1,637.7,629.25
