symbol,percent_return,prev_high,prev_low,prev_close,PIVOT,RES1,RES2,RES3,SUP1,SUP2,SUP3
MGL,-0.25,1096.35,1079.4,1086.6,1087.45,1095.5,1104.4,1112.45,1078.55,1070.5,1061.6
MOTHERSON,0.87,99.7,98.65,99.1,99.15,99.65,100.2,100.7,98.6,98.1,97.55
MPHASIS,-0.6,2316.55,2245.4,2254.45,2272.13,2298.86,2343.28,2370.01,2227.71,2200.98,2156.56
MRF,-0.31,103263.5,102000.0,102205.15,102489.55,102979.1,103753.05,104242.6,101715.6,101226.05,100452.1
MUTHOOTFIN,-0.21,1318.4,1303.45,1309.6,1310.48,1317.51,1325.43,1332.46,1302.56,1295.53,1287.61
NATIONALUM,0.05,96.35,94.65,94.9,95.3,95.95,97.0,97.65,94.25,93.6,92.55
NAUKRI,-1.58,4674.0,4524.2,4540.3,4579.5,4634.8,4729.3,4784.6,4485.0,4429.7,4335.2
NAVINFLUOR,-0.02,4339.45,4254.0,4307.4,4300.28,4346.56,4385.73,4432.01,4261.11,4214.83,4175.66
NESTLEIND,0.12,22900.0,22702.0,22799.9,22800.63,22899.26,22998.63,23097.26,22701.26,22602.63,22503.26
NMDC,0.18,113.0,112.1,112.4,112.5,112.9,113.4,113.8,112.0,111.6,111.1
NTPC,0.47,202.15,200.0,201.6,201.25,202.5,203.4,204.65,200.35,199.1,198.2
OBEROIRLTY,2.09,1092.8,1065.2,1086.9,1081.63,1098.06,1109.23,1125.66,1070.46,1054.03,1042.86
OFSS,-1.2,3887.9,3780.0,3797.95,3821.95,3863.9,3929.85,3971.8,3756.0,3714.05,3648.1
ONGC,-0.03,174.3,172.0,172.95,173.08,174.16,175.38,176.46,171.86,170.78,169.56
PAGEIND,1.28,37889.5,37201.5,37673.45,37588.15,37974.8,38276.15,38662.8,37286.8,36900.15,36598.8
PEL,7.99,1094.9,1018.05,1084.2,1065.72,1113.39,1142.57,1190.24,1036.54,988.87,959.69
PERSISTENT,-0.4,4717.45,4642.75,4664.15,4674.78,4706.81,4749.48,4781.51,4632.11,4600.08,4557.41
PETRONET,-0.33,227.45,224.6,224.95,225.67,226.74,228.52,229.59,223.89,222.82,221.04
PFC,1.87,244.5,236.9,242.7,241.37,245.84,248.97,253.44,238.24,233.77,230.64
PIDILITIND,0.41,2629.75,2593.05,2618.0,2613.6,2634.15,2650.3,2670.85,2597.45,2576.9,2560.75
PIIND,0.54,3611.8,3561.8,3592.75,3588.78,3615.76,3638.78,3665.76,3565.76,3538.78,3515.76
PNB,4.04,63.75,60.15,63.15,62.35,64.55,65.95,68.15,60.95,58.75,57.35
POLYCAB,-0.42,4747.0,4608.0,4673.85,4676.28,4744.56,4815.28,4883.56,4605.56,4537.28,4466.56
POWERGRID,-0.06,255.65,250.0,251.0,252.22,254.44,257.87,260.09,248.79,246.57,243.14
PVRINOX,3.12,1533.4,1480.05,1530.15,1514.53,1549.01,1567.88,1602.36,1495.66,1461.18,1442.31
RAIN,-0.27,167.95,165.85,166.3,166.7,167.55,168.8,169.65,165.45,164.6,163.35
RAMCOCEM,-0.67,902.3,886.3,891.55,893.38,900.46,909.38,916.46,884.46,877.38,868.46
RBLBANK,7.12,242.2,225.1,239.2,235.5,245.9,252.6,263.0,228.8,218.4,211.7
RECLTD,0.81,175.55,171.3,173.55,173.47,175.64,177.72,179.89,171.39,169.22,167.14
RELIANCE,1.63,2547.0,2485.0,2526.2,2519.4,2553.8,2581.4,2615.8,2491.8,2457.4,2429.8
SAIL,-0.05,93.2,92.0,92.2,92.47,92.94,93.67,94.14,91.74,91.27,90.54
SBICARD,-0.61,883.9,865.0,871.1,873.33,881.66,892.23,900.56,862.76,854.43,843.86
SBILIFE,-0.65,1299.95,1275.25,1292.65,1289.28,1303.31,1313.98,1328.01,1278.61,1264.58,1253.91
SBIN,0.91,616.35,609.15,615.15,613.55,617.95,620.75,625.15,610.75,606.35,603.55
SHREECEM,2.5,24340.0,23564.4,24274.5,24059.63,24554.86,24835.23,25330.46,23779.26,23284.03,23003.66
SHRIRAMFIN,-0.24,1835.4,1808.7,1819.15,1821.08,1833.46,1847.78,1860.16,1806.76,1794.38,1780.06
SIEMENS,1.91,3772.0,3672.05,3763.3,3735.78,3799.51,3835.73,3899.46,3699.56,3635.83,3599.61
SRF,-0.91,2162.0,2110.0,2144.3,2138.77,2167.54,2190.77,2219.54,2115.54,2086.77,2063.54
SUNPHARMA,1.55,1114.4,1094.1,1112.0,1106.83,1119.56,1127.13,1139.86,1099.26,1086.53,1078.96
SUNTV,0.45,544.0,530.5,540.8,538.43,546.36,551.93,559.86,532.86,524.93,519.36
SYNGENE,-1.86,779.9,755.5,762.3,765.9,776.3,790.3,800.7,751.9,741.5,727.5
TATACHEM,2.16,1002.0,977.1,998.2,992.43,1007.76,1017.33,1032.66,982.86,967.53,957.96
TATACOMM,3.49,1694.0,1614.0,1667.55,1658.52,1703.04,1738.52,1783.04,1623.04,1578.52,1543.04
TATACONSUM,0.62,883.95,869.55,873.9,875.8,882.05,890.2,896.45,867.65,861.4,853.25
TATAMOTORS,0.26,665.4,639.0,641.1,648.5,658.0,674.9,684.4,631.6,622.1,605.2
TATAPOWER,0.93,222.4,219.8,221.5,221.23,222.66,223.83,225.26,220.06,218.63,217.46
TATASTEEL,0.59,120.6,118.85,119.95,119.8,120.75,121.55,122.5,119.0,118.05,117.25
TCS,-0.32,3420.85,3385.0,3388.3,3398.05,3411.1,3433.9,3446.95,3375.25,3362.2,3339.4
TECHM,-1.15,1167.0,1139.45,1143.2,1149.88,1160.31,1177.43,1187.86,1132.76,1122.33,1105.21
TITAN,-0.68,3044.9,2995.0,3008.35,3016.08,3037.16,3065.98,3087.06,2987.26,2966.18,2937.36
TORNTPHARM,-0.09,1993.2,1959.0,1970.8,1974.33,1989.66,2008.53,2023.86,1955.46,1940.13,1921.26
TORNTPOWER,4.48,642.0,613.5,638.95,631.48,649.46,659.98,677.96,620.96,602.98,592.46
TRENT,-0.17,1726.45,1704.1,1706.6,1712.38,1720.66,1734.73,1743.01,1698.31,1690.03,1675.96
TVSMOTOR,-0.86,1400.9,1365.4,1372.05,1379.45,1393.5,1414.95,1429.0,1358.0,1343.95,1322.5
UBL,1.33,1503.85,1475.05,1500.3,1493.07,1511.09,1521.87,1539.89,1482.29,1464.27,1453.49
ULTRACEMCO,-0.49,8458.6,8340.0,8352.35,8383.65,8427.3,8502.25,8545.9,8308.7,8265.05,8190.1
UPL,0.94,635.85,627.55,631.9,631.77,635.99,640.07,644.29,627.69,623.47,619.39
VEDL,0.74,279.8,275.8,278.95,278.18,280.56,282.18,284.56,276.56,274.18,272.56
VOLTAS,-0.28,769.55,763.25,765.0,765.93,768.61,772.23,774.91,762.31,759.63,756.01
WHIRLPOOL,-0.26,1433.2,1416.0,1422.05,1423.75,1431.5,1440.95,1448.7,1414.3,1406.55,1397.1
WIPRO,0.59,403.6,401.4,402.75,402.58,403.76,404.78,405.96,401.56,400.38,399.36
ZEEL,0.34,243.5,232.3,236.45,237.42,242.54,248.62,253.74,231.34,226.22,220.14
ZYDUSLIFE,0.16,625.1,618.9,622.75,622.25,625.6,628.45,631.8,619.4,616.05,613.2
FORTIS,-1.13,341.65,333.55,336.25,337.15,340.75,345.25,348.85,332.65,329.05,324.55
GLAND,-2.66,1245.0,1190.0,1194.55,1209.85,1229.7,1264.85,1284.7,1174.7,1154.85,1119.7
HINDZINC,0.57,322.45,318.0,319.85,320.1,322.2,324.55,326.65,317.75,315.65,313.3
IDFCFIRSTB,1.93,84.8,83.1,84.65,84.18,85.26,85.88,86.96,83.56,82.48,81.86
INDIANB,-0.26,331.85,325.1,328.3,328.42,331.74,335.17,338.49,324.99,321.67,318.24
IRFC,2.32,36.25,34.6,35.25,35.37,36.14,37.02,37.79,34.49,33.72,32.84
PRESTIGE,-0.05,558.3,548.4,555.1,553.93,559.46,563.83,569.36,549.56,544.03,539.66
UNIONBANK,3.41,91.45,88.3,91.0,90.25,92.2,93.4,95.35,89.05,87.1,85.9
VBL,0.29,814.7,800.05,806.9,807.22,814.39,821.87,829.04,799.74,792.57,785.09
SONACOMS,0.44,603.9,591.0,597.3,597.4,603.8,610.3,616.7,590.9,584.5,578.0
