symbol,percent_return,prev_high,prev_low,prev_close,PIVOT,RES1,RES2,RES3,SUP1,SUP2,SUP3
CIPLA,0.0,1053.0,1038.0,1048.95,1046.65,1055.3,1061.65,1070.3,1040.3,1031.65,1025.3
COALINDIA,0.85,232.0,228.55,230.95,230.5,232.45,233.95,235.9,229.0,227.05,225.55
COFORGE,1.84,4748.0,4642.6,4725.7,4705.43,4768.26,4810.83,4873.66,4662.86,4600.03,4557.46
COLPAL,3.04,1898.35,1825.2,1888.6,1870.72,1916.24,1943.87,1989.39,1843.09,1797.57,1769.94
CONCOR,0.84,687.45,666.0,680.55,678.0,690.0,699.45,711.45,668.55,656.55,647.1
COROMANDEL,-1.05,989.0,960.65,970.15,973.27,985.89,1001.62,1014.24,957.54,944.92,929.19
CROMPTON,-0.33,292.2,289.6,289.9,290.57,291.54,293.17,294.14,288.94,287.97,286.34
CUB,-0.72,132.4,130.0,130.4,130.93,131.86,133.33,134.26,129.46,128.53,127.06
CUMMINSIND,0.98,1915.0,1883.0,1902.1,1900.03,1917.06,1932.03,1949.06,1885.06,1868.03,1853.06
DABUR,0.02,571.95,559.25,565.3,565.5,571.75,578.2,584.45,559.05,552.8,546.35
DALBHARAT,-1.09,1920.0,1880.65,1900.25,1900.3,1919.95,1939.65,1959.3,1880.6,1860.95,1841.25
DEEPAKNTR,0.53,2000.0,1961.1,1989.7,1983.6,2006.1,2022.5,2045.0,1967.2,1944.7,1928.3
DELTACORP,0.16,190.75,186.6,188.65,188.67,190.74,192.82,194.89,186.59,184.52,182.44
DIVISLAB,-0.06,3710.0,3656.95,3686.0,3684.32,3711.69,3737.37,3764.74,3658.64,3631.27,3605.59
DIXON,-3.87,4166.0,3953.0,4014.85,4044.62,4136.24,4257.62,4349.24,3923.24,3831.62,3710.24
DLF,-1.36,508.45,488.1,493.8,496.78,505.46,517.13,525.81,485.11,476.43,464.76
DRREDDY,1.96,5436.85,5278.25,5391.7,5368.93,5459.61,5527.53,5618.21,5301.01,5210.33,5142.41
EICHERMOT,-0.23,3321.85,3282.0,3307.85,3303.9,3325.8,3343.75,3365.65,3285.95,3264.05,3246.1
ESCORTS,0.64,2366.0,2332.3,2358.75,2352.35,2372.4,2386.05,2406.1,2338.7,2318.65,2305.0
EXIDEIND,-0.12,253.45,249.05,251.5,251.33,253.61,255.73,258.01,249.21,246.93,244.81
FEDERALBNK,-0.15,135.3,133.4,133.95,134.22,135.04,136.12,136.94,133.14,132.32,131.24
FSL,-0.47,141.0,137.05,138.45,138.83,140.61,142.78,144.56,136.66,134.88,132.71
GAIL,0.49,114.0,111.55,112.05,112.53,113.51,114.98,115.96,111.06,110.08,108.61
GLENMARK,4.67,794.0,754.0,788.3,778.77,803.54,818.77,843.54,763.54,738.77,723.54
GNFC,-0.4,596.5,588.1,590.45,591.68,595.26,600.08,603.66,586.86,583.28,578.46
GODREJCP,-1.91,1056.6,1030.2,1036.4,1041.07,1051.94,1067.47,1078.34,1025.54,1014.67,999.14
GODREJPROP,1.31,1656.95,1616.5,1648.4,1640.62,1664.74,1681.07,1705.19,1624.29,1600.17,1583.84
GRANULES,-0.92,312.2,306.05,306.95,308.4,310.75,314.55,316.9,304.6,302.25,298.45
GRASIM,0.47,1842.8,1790.05,1813.05,1815.3,1840.55,1868.05,1893.3,1787.8,1762.55,1735.05
GUJGASLTD,-0.44,470.95,462.1,466.95,466.67,471.24,475.52,480.09,462.39,457.82,453.54
HAL,0.8,3918.9,3850.0,3885.25,3884.72,3919.44,3953.62,3988.34,3850.54,3815.82,3781.64
HAVELLS,-0.5,1311.95,1290.6,1296.7,1299.75,1308.9,1321.1,1330.25,1287.55,1278.4,1266.2
HCLTECH,-0.23,1127.7,1111.0,1112.9,1117.2,1123.4,1133.9,1140.1,1106.7,1100.5,1090.0
HDFCAMC,-0.08,2543.45,2450.0,2497.55,2497.0,2544.0,2590.45,2637.45,2450.55,2403.55,2357.1
HDFCBANK,0.16,1684.65,1670.1,1678.4,1677.72,1685.34,1692.27,1699.89,1670.79,1663.17,1656.24
HDFCLIFE,0.9,660.2,646.05,653.15,653.13,660.21,667.28,674.36,646.06,638.98,631.91
HINDALCO,-0.36,437.55,431.5,432.95,434.0,436.5,440.05,442.55,430.45,427.95,424.4
HINDCOPPER,-1.5,120.2,117.95,118.15,118.77,119.59,121.02,121.84,117.34,116.52,115.09
HINDPETRO,-0.2,304.5,299.75,300.95,301.73,303.71,306.48,308.46,298.96,296.98,294.21
HINDUNILVR,-0.91,2605.95,2575.0,2580.25,2587.07,2599.14,2618.02,2630.09,2568.19,2556.12,2537.24
HONAUT,-1.38,42699.95,41626.05,42030.45,42118.82,42611.59,43192.72,43685.49,41537.69,41044.92,40463.79
IBULHSGFIN,0.29,122.7,121.15,121.6,121.82,122.49,123.37,124.04,120.94,120.27,119.39
ICICIBANK,-0.5,1008.7,990.1,992.0,996.93,1003.76,1015.53,1022.36,985.16,978.33,966.56
ICICIGI,-1.56,1410.0,1377.6,1387.5,1391.7,1405.8,1424.1,1438.2,1373.4,1359.3,1341.0
ICICIPRULI,3.48,573.0,551.3,570.2,564.83,578.36,586.53,600.06,556.66,543.13,534.96
IDFC,0.35,116.0,113.35,113.75,114.37,115.39,117.02,118.04,112.74,111.72,110.09
IDFCFIRSTB,1.03,85.5,83.1,83.7,84.1,85.1,86.5,87.5,82.7,81.7,80.3
IEX,-0.12,124.75,122.7,123.45,123.63,124.56,125.68,126.61,122.51,121.58,120.46
IGL,-4.8,494.0,466.9,470.55,477.15,487.4,504.25,514.5,460.3,450.05,433.2
INDHOTEL,-0.55,395.2,387.0,391.6,391.27,395.54,399.47,403.74,387.34,383.07,379.14
INDIACEM,0.22,213.4,207.1,207.85,209.45,211.8,215.75,218.1,205.5,203.15,199.2
INDIAMART,-3.31,3169.85,3032.7,3046.6,3083.05,3133.4,3220.2,3270.55,2996.25,2945.9,2859.1
INDIGO,-0.3,2703.9,2650.65,2670.65,2675.07,2699.49,2728.32,2752.74,2646.24,2621.82,2592.99
INDUSINDBK,2.01,1439.4,1405.3,1435.7,1426.8,1448.3,1460.9,1482.4,1414.2,1392.7,1380.1
INDUSTOWER,0.21,171.9,168.65,169.45,170.0,171.35,173.25,174.6,168.1,166.75,164.85
INFY,0.38,1349.9,1334.25,1336.6,1340.25,1346.25,1355.9,1361.9,1330.6,1324.6,1314.95
INTELLECT,-0.25,644.8,626.5,630.6,633.97,641.44,652.27,659.74,623.14,615.67,604.84
IOC,0.5,100.7,99.5,99.85,100.02,100.54,101.22,101.74,99.34,98.82,98.14
IPCALAB,-0.27,798.65,786.3,792.5,792.48,798.66,804.83,811.01,786.31,780.13,773.96
IRCTC,-0.45,627.0,618.35,620.3,621.88,625.41,630.53,634.06,616.76,613.23,608.11
ITC,-3.89,499.7,468.15,471.35,479.73,491.31,511.28,522.86,459.76,448.18,428.21
JINDALSTEL,0.2,633.15,625.0,629.35,629.17,633.34,637.32,641.49,625.19,621.02,617.04
JKCEMENT,-1.18,3198.45,3141.45,3147.9,3162.6,3183.75,3219.6,3240.75,3126.75,3105.6,3069.75
JSWSTEEL,-1.37,789.0,773.2,775.65,779.28,785.36,795.08,801.16,769.56,763.48,753.76
JUBLFOOD,0.01,471.6,465.5,467.0,468.03,470.56,474.13,476.66,464.46,461.93,458.36
KOTAKBANK,-3.7,1950.0,1888.2,1897.25,1911.82,1935.44,1973.62,1997.24,1873.64,1850.02,1811.84
LALPATHLAB,2.6,2364.95,2287.05,2346.35,2332.78,2378.51,2410.68,2456.41,2300.61,2254.88,2222.71
LAURUSLABS,-0.03,352.5,346.8,348.65,349.32,351.84,355.02,357.54,346.14,343.62,340.44
LICHSGFIN,1.18,394.0,385.0,390.4,389.8,394.6,398.8,403.6,385.6,380.8,376.6
LT,0.73,2638.0,2583.9,2605.25,2609.05,2634.2,2663.15,2688.3,2580.1,2554.95,2526.0
LTIM,-0.89,4962.6,4866.0,4879.05,4902.55,4939.1,4999.15,5035.7,4842.5,4805.95,4745.9
LTTS,-1.19,4060.0,3985.0,3993.75,4012.92,4040.84,4087.92,4115.84,3965.84,3937.92,3890.84
LUPIN,0.01,944.85,933.8,936.8,938.48,943.16,949.53,954.21,932.11,927.43,921.06
MANAPPURAM,-2.29,130.15,125.65,126.1,127.3,128.95,131.8,133.45,124.45,122.8,119.95
MARICO,-0.6,541.1,531.05,535.4,535.85,540.65,545.9,550.7,530.6,525.8,520.55
MARUTI,-0.77,9815.0,9680.0,9694.8,9729.93,9779.86,9864.93,9914.86,9644.86,9594.93,9509.86
MCDOWELL-N,-5.91,1049.0,973.25,977.65,999.97,1026.69,1075.72,1102.44,950.94,924.22,875.19
MCX,2.15,1696.95,1611.05,1656.35,1654.78,1698.51,1740.68,1784.41,1612.61,1568.88,1526.71
METROPOLIS,1.26,1416.65,1377.3,1407.85,1400.6,1423.9,1439.95,1463.25,1384.55,1361.25,1345.2
MFSL,0.58,816.7,791.35,806.8,804.95,818.55,830.3,843.9,793.2,779.6,767.85
MGL,-1.54,1077.6,1043.95,1048.8,1056.78,1069.61,1090.43,1103.26,1035.96,1023.13,1002.31
MOTHERSON,0.05,97.4,96.55,97.05,97.0,97.45,97.85,98.3,96.6,96.15,95.75
MPHASIS,-2.5,2330.85,2218.95,2272.6,2274.13,2329.31,2386.03,2441.21,2217.41,2162.23,2105.51
MRF,0.62,103186.7,101750.0,102723.5,102553.4,103356.8,103990.1,104793.5,101920.1,101116.7,100483.4
MUTHOOTFIN,0.78,1300.5,1272.0,1296.75,1289.75,1307.5,1318.25,1336.0,1279.0,1261.25,1250.5
NATIONALUM,0.11,92.45,91.65,92.15,92.08,92.51,92.88,93.31,91.71,91.28,90.91
NAUKRI,-1.73,4659.0,4560.05,4568.05,4595.7,4631.35,4694.65,4730.3,4532.4,4496.75,4433.45
NAVINFLUOR,0.82,4427.4,4356.0,4422.5,4401.97,4447.94,4473.37,4519.34,4376.54,4330.57,4305.14
NESTLEIND,-0.71,23048.6,22707.75,22820.1,22858.82,23009.89,23199.67,23350.74,22669.04,22517.97,22328.19
NMDC,0.0,111.5,110.35,111.0,110.95,111.55,112.1,112.7,110.4,109.8,109.25
NTPC,0.41,197.0,192.95,195.9,195.28,197.61,199.33,201.66,193.56,191.23,189.51
OBEROIRLTY,1.05,1072.5,1049.05,1067.3,1062.95,1076.85,1086.4,1100.3,1053.4,1039.5,1029.95
OFSS,-0.15,3888.0,3795.0,3850.85,3844.62,3894.24,3937.62,3987.24,3801.24,3751.62,3708.24
ONGC,0.26,172.25,170.25,171.0,171.17,172.09,173.17,174.09,170.09,169.17,168.09
PAGEIND,2.15,37955.0,36547.3,37457.5,37319.93,38092.56,38727.63,39500.26,36684.86,35912.23,35277.16
PEL,-0.33,1018.5,988.55,991.8,999.62,1010.69,1029.57,1040.64,980.74,969.67,950.79
PERSISTENT,0.51,4818.7,4701.1,4773.9,4764.57,4828.04,4882.17,4945.64,4710.44,4646.97,4592.84
PETRONET,0.13,224.6,222.6,223.85,223.68,224.76,225.68,226.76,222.76,221.68,220.76
PFC,5.62,244.0,229.15,239.75,237.63,246.11,252.48,260.96,231.26,222.78,216.41
PIDILITIND,-0.42,2665.0,2636.15,2651.6,2650.92,2665.69,2679.77,2694.54,2636.84,2622.07,2607.99
PIIND,-1.19,3694.15,3607.1,3631.2,3644.15,3681.2,3731.2,3768.25,3594.15,3557.1,3507.1
PNB,-0.8,63.8,61.9,62.1,62.6,63.3,64.5,65.2,61.4,60.7,59.5
POLYCAB,2.43,4770.0,4586.8,4698.45,4685.08,4783.36,4868.28,4966.56,4600.16,4501.88,4416.96
POWERGRID,1.37,248.15,242.85,247.45,246.15,249.45,251.45,254.75,244.15,240.85,238.85
PVRINOX,-0.64,1528.0,1464.05,1494.45,1495.5,1526.95,1559.45,1590.9,1463.0,1431.55,1399.05
RAIN,-0.7,165.9,163.5,163.85,164.42,165.34,166.82,167.74,162.94,162.02,160.54
RAMCOCEM,-0.59,915.0,879.5,882.1,892.2,904.9,927.7,940.4,869.4,856.7,833.9
RBLBANK,0.18,227.2,214.1,222.0,221.1,228.1,234.2,241.2,215.0,208.0,201.9
RECLTD,6.86,175.65,162.35,172.95,170.32,178.29,183.62,191.59,164.99,157.02,151.69
RELIANCE,-2.02,2514.95,2469.3,2487.4,2490.55,2511.8,2536.2,2557.45,2466.15,2444.9,2420.5
SAIL,-0.28,90.4,89.2,89.9,89.83,90.46,91.03,91.66,89.26,88.63,88.06
SBICARD,1.6,863.3,846.05,859.8,856.38,866.71,873.63,883.96,849.46,839.13,832.21
SBILIFE,2.05,1324.4,1287.9,1317.15,1309.82,1331.74,1346.32,1368.24,1295.24,1273.32,1258.74
SBIN,0.41,621.9,614.3,617.65,617.95,621.6,625.55,629.2,614.0,610.35,606.4
SHREECEM,0.64,23322.3,23090.2,23237.0,23216.5,23342.8,23448.6,23574.9,23110.7,22984.4,22878.6
SHRIRAMFIN,-1.92,1847.95,1780.0,1796.3,1808.08,1836.16,1876.03,1904.11,1768.21,1740.13,1700.26
SIEMENS,2.24,3711.6,3605.05,3694.9,3670.52,3735.99,3777.07,3842.54,3629.44,3563.97,3522.89
SRF,-3.09,2230.25,2131.3,2144.35,2168.63,2205.96,2267.58,2304.91,2107.01,2069.68,2008.06
SUNPHARMA,0.3,1107.35,1092.5,1100.4,1100.08,1107.66,1114.93,1122.51,1092.81,1085.23,1077.96
SUNTV,2.76,544.8,521.0,541.3,535.7,550.4,559.5,574.2,526.6,511.9,502.8
SYNGENE,-0.55,783.4,771.0,773.25,775.88,780.76,788.28,793.16,768.36,763.48,755.96
TATACHEM,0.29,997.0,987.0,990.5,991.5,996.0,1001.5,1006.0,986.0,981.5,976.0
TATACOMM,2.09,1631.15,1566.5,1623.6,1607.08,1647.66,1671.73,1712.31,1583.01,1542.43,1518.36
TATACONSUM,1.26,867.0,848.9,863.1,859.67,870.44,877.77,888.54,852.34,841.57,834.24
TATAMOTORS,0.56,634.45,626.25,629.25,629.98,633.71,638.18,641.91,625.51,621.78,617.31
TATAPOWER,-0.02,218.75,216.8,217.35,217.63,218.46,219.58,220.41,216.51,215.68,214.56
TATASTEEL,-0.94,116.5,114.35,115.5,115.45,116.55,117.6,118.7,114.4,113.3,112.25
TCS,0.79,3413.45,3372.1,3394.75,3393.43,3414.76,3434.78,3456.11,3373.41,3352.08,3332.06
TECHM,-2.78,1203.95,1155.25,1161.85,1173.68,1192.11,1222.38,1240.81,1143.41,1124.98,1094.71
TITAN,0.1,2992.9,2951.25,2979.2,2974.45,2997.65,3016.1,3039.3,2956.0,2932.8,2914.35
TORNTPHARM,0.12,1953.5,1930.05,1941.0,1941.52,1952.99,1964.97,1976.44,1929.54,1918.07,1906.09
TORNTPOWER,-1.52,616.9,601.0,603.85,607.25,613.5,623.15,629.4,597.6,591.35,581.7
TRENT,-0.27,1734.2,1702.05,1709.2,1715.15,1728.25,1747.3,1760.4,1696.1,1683.0,1663.95
TVSMOTOR,-2.67,1373.0,1295.0,1307.1,1325.03,1355.06,1403.03,1433.06,1277.06,1247.03,1199.06
UBL,-1.65,1536.6,1486.2,1496.6,1506.47,1526.74,1556.87,1577.14,1476.34,1456.07,1425.94
ULTRACEMCO,1.24,8244.15,8088.4,8219.85,8184.13,8279.86,8339.88,8435.61,8124.11,8028.38,7968.36
UPL,-0.39,637.8,630.7,632.15,633.55,636.4,640.65,643.5,629.3,626.45,622.2
VEDL,-2.5,274.8,270.3,271.3,272.13,273.96,276.63,278.46,269.46,267.63,264.96
VOLTAS,0.17,769.6,758.75,765.65,764.67,770.59,775.52,781.44,759.74,753.82,748.89
WHIRLPOOL,-0.51,1447.65,1425.55,1440.2,1437.8,1450.05,1459.9,1472.15,1427.95,1415.7,1405.85
WIPRO,-0.16,408.0,403.5,404.05,405.18,406.86,409.68,411.36,402.36,400.68,397.86
ZEEL,0.5,224.4,215.85,221.75,220.67,225.49,229.22,234.04,216.94,212.12,208.39
ZYDUSLIFE,0.1,616.5,611.75,613.8,614.02,616.29,618.77,621.04,611.54,609.27,606.79
FORTIS,0.25,338.25,332.5,336.05,335.6,338.7,341.35,344.45,332.95,329.85,327.2
GLAND,0.3,1246.45,1211.05,1239.35,1232.28,1253.51,1267.68,1288.91,1218.11,1196.88,1182.71
HINDZINC,-0.5,318.0,313.0,316.55,315.85,318.7,320.85,323.7,313.7,310.85,308.7
IDFCFIRSTB,1.03,85.5,83.1,83.7,84.1,85.1,86.5,87.5,82.7,81.7,80.3
INDIANB,1.97,336.9,328.65,335.9,333.82,338.99,342.07,347.24,330.74,325.57,322.49
IRFC,0.43,36.1,34.7,35.1,35.3,35.9,36.7,37.3,34.5,33.9,33.1
PRESTIGE,1.05,556.8,542.4,548.1,549.1,555.8,563.5,570.2,541.4,534.7,527.0
UNIONBANK,-1.88,94.3,87.5,88.65,90.15,92.8,96.95,99.6,86.0,83.35,79.2
VBL,2.19,818.5,784.9,817.7,807.03,829.16,840.63,862.76,795.56,773.43,761.96
SONACOMS,1.52,583.2,566.0,580.8,576.67,587.34,593.87,604.54,570.14,559.47,552.94
