symbol,percent_return,prev_high,prev_low,prev_close,PIVOT,RES1,RES2,RES3,SUP1,SUP2,SUP3
GAIL,1.88,116.7,114.1,116.4,115.73,117.36,118.33,119.96,114.76,113.13,112.16
GLENMARK,1.08,827.5,804.5,824.85,818.95,833.4,841.95,856.4,810.4,795.95,787.4
GNFC,-2.12,556.9,542.9,547.85,549.22,555.54,563.22,569.54,541.54,535.22,527.54
GODREJCP,-2.06,1046.95,999.0,1009.45,1018.47,1037.94,1066.42,1085.89,989.99,970.52,942.04
GODREJPROP,-0.08,1571.0,1538.3,1560.4,1556.57,1574.84,1589.27,1607.54,1542.14,1523.87,1509.44
GRANULES,0.8,324.9,319.95,323.1,322.65,325.35,327.6,330.3,320.4,317.7,315.45
GRASIM,-0.6,1868.4,1831.8,1844.45,1848.22,1864.64,1884.82,1901.24,1828.04,1811.62,1791.44
GUJGASLTD,1.82,471.5,459.4,470.1,467.0,474.6,479.1,486.7,462.5,454.9,450.4
HAL,0.63,3794.7,3741.75,3775.75,3770.73,3799.71,3823.68,3852.66,3746.76,3717.78,3693.81
HAVELLS,0.27,1340.0,1313.8,1323.55,1325.78,1337.76,1351.98,1363.96,1311.56,1299.58,1285.36
HCLTECH,-0.82,1156.9,1137.0,1141.35,1145.08,1153.16,1164.98,1173.06,1133.26,1125.18,1113.36
HDFCAMC,1.76,2508.5,2455.25,2494.0,2485.92,2516.59,2539.17,2569.84,2463.34,2432.67,2410.09
HDFCBANK,-0.08,1655.6,1642.05,1649.9,1649.18,1656.31,1662.73,1669.86,1642.76,1635.63,1629.21
HDFCLIFE,-0.52,654.85,642.1,645.45,647.47,652.84,660.22,665.59,640.09,634.72,627.34
HINDALCO,-2.17,467.25,452.0,454.75,458.0,464.0,473.25,479.25,448.75,442.75,433.5
HINDCOPPER,-1.31,149.25,145.95,146.75,147.32,148.69,150.62,151.99,145.39,144.02,142.09
HINDPETRO,-1.03,270.25,262.5,265.05,265.93,269.36,273.68,277.11,261.61,258.18,253.86
HINDUNILVR,-0.13,2585.2,2555.55,2565.85,2568.87,2582.19,2598.52,2611.84,2552.54,2539.22,2522.89
HONAUT,-0.5,42610.0,42007.2,42154.65,42257.28,42507.36,42860.08,43110.16,41904.56,41654.48,41301.76
IBULHSGFIN,-1.72,166.0,160.2,162.5,162.9,165.6,168.7,171.4,159.8,157.1,154.0
ICICIBANK,0.44,986.6,972.3,979.9,979.6,986.9,993.9,1001.2,972.6,965.3,958.3
ICICIGI,1.27,1419.9,1388.15,1415.9,1407.98,1427.81,1439.73,1459.56,1396.06,1376.23,1364.31
ICICIPRULI,0.44,585.0,572.5,581.15,579.55,586.6,592.05,599.1,574.1,567.05,561.6
IDFC,-0.5,120.1,117.55,118.85,118.83,120.11,121.38,122.66,117.56,116.28,115.01
IDFCFIRSTB,-0.23,88.75,86.85,87.45,87.68,88.51,89.58,90.41,86.61,85.78,84.71
IEX,1.69,130.2,127.0,129.05,128.75,130.5,131.95,133.7,127.3,125.55,124.1
IGL,0.16,461.55,454.6,457.95,458.03,461.46,464.98,468.41,454.51,451.08,447.56
INDHOTEL,-1.46,396.3,384.7,388.65,389.88,395.06,401.48,406.66,383.46,378.28,371.86
INDIACEM,-0.3,216.0,211.8,215.1,214.3,216.8,218.5,221.0,212.6,210.1,208.4
INDIAMART,0.5,3204.3,3123.5,3187.2,3171.67,3219.84,3252.47,3300.64,3139.04,3090.87,3058.24
INDIGO,1.25,2565.0,2516.15,2560.1,2547.08,2578.01,2595.93,2626.86,2529.16,2498.23,2480.31
INDUSINDBK,-0.8,1420.95,1402.3,1403.95,1409.07,1415.84,1427.72,1434.49,1397.19,1390.42,1378.54
INDUSTOWER,-0.95,174.4,169.5,172.05,171.98,174.46,176.88,179.36,169.56,167.08,164.66
INFY,-0.2,1393.55,1384.4,1390.2,1389.38,1394.36,1398.53,1403.51,1385.21,1380.23,1376.06
INTELLECT,-3.45,706.95,670.0,675.5,684.15,698.3,721.1,735.25,661.35,647.2,624.4
IOC,-0.54,93.45,91.95,92.35,92.58,93.21,94.08,94.71,91.71,91.08,90.21
IPCALAB,-2.12,937.8,905.75,910.4,917.98,930.21,950.03,962.26,898.16,885.93,866.11
IRCTC,-1.71,658.3,640.65,642.6,647.18,653.71,664.83,671.36,636.06,629.53,618.41
ITC,-0.56,457.0,451.05,452.35,453.47,455.89,459.42,461.84,449.94,447.52,443.99
JINDALSTEL,0.08,665.0,655.25,658.0,659.42,663.59,669.17,673.34,653.84,649.67,644.09
JKCEMENT,1.25,3300.0,3230.25,3282.8,3271.02,3311.79,3340.77,3381.54,3242.04,3201.27,3172.29
JSWSTEEL,-1.45,816.5,799.5,801.3,805.77,812.04,822.77,829.04,795.04,788.77,778.04
JUBLFOOD,-1.47,518.0,502.7,506.0,508.9,515.1,524.2,530.4,499.8,493.6,484.5
KOTAKBANK,-0.19,1842.65,1822.05,1828.0,1830.9,1839.75,1851.5,1860.35,1819.15,1810.3,1798.55
LALPATHLAB,-0.2,2384.95,2347.55,2369.6,2367.37,2387.19,2404.77,2424.59,2349.79,2329.97,2312.39
LAURUSLABS,2.91,413.0,400.15,411.8,408.32,416.49,421.17,429.34,403.64,395.47,390.79
LICHSGFIN,-1.92,440.9,428.75,432.45,434.03,439.31,446.18,451.46,427.16,421.88,415.01
LT,-0.14,2649.5,2628.3,2632.2,2636.67,2645.04,2657.87,2666.24,2623.84,2615.47,2602.64
LTIM,0.7,5096.0,5021.5,5082.55,5066.68,5111.86,5141.18,5186.36,5037.36,4992.18,4962.86
LTTS,0.87,4370.0,4251.0,4276.55,4299.18,4347.36,4418.18,4466.36,4228.36,4180.18,4109.36
LUPIN,0.24,1094.5,1071.4,1083.7,1083.2,1095.0,1106.3,1118.1,1071.9,1060.1,1048.8
MANAPPURAM,4.99,144.7,137.95,144.2,142.28,146.61,149.03,153.36,139.86,135.53,133.11
MARICO,0.25,578.5,573.45,577.25,576.4,579.35,581.45,584.4,574.3,571.35,569.25
MARUTI,0.2,9623.0,9505.0,9542.55,9556.85,9608.7,9674.85,9726.7,9490.7,9438.85,9372.7
MCDOWELL-N,1.37,1021.9,1006.5,1019.65,1016.02,1025.54,1031.42,1040.94,1010.14,1000.62,994.74
MCX,-1.65,1634.0,1590.0,1600.35,1608.12,1626.24,1652.12,1670.24,1582.24,1564.12,1538.24
METROPOLIS,-0.53,1409.95,1372.0,1388.15,1390.03,1408.06,1427.98,1446.01,1370.11,1352.08,1332.16
MFSL,3.27,814.0,786.3,810.95,803.75,821.2,831.45,848.9,793.5,776.05,765.8
MGL,0.76,1078.0,1050.2,1071.9,1066.7,1083.2,1094.5,1111.0,1055.4,1038.9,1027.6
MOTHERSON,-0.56,99.5,97.9,98.1,98.5,99.1,100.1,100.7,97.5,96.9,95.9
MPHASIS,0.43,2380.0,2320.85,2340.15,2347.0,2373.15,2406.15,2432.3,2314.0,2287.85,2254.85
MRF,-0.54,108830.55,105864.15,107634.85,107443.18,109022.21,110409.58,111988.61,106055.81,104476.78,103089.41
MUTHOOTFIN,0.22,1371.75,1352.2,1365.1,1363.02,1373.84,1382.57,1393.39,1354.29,1343.47,1334.74
NATIONALUM,-0.11,95.35,94.15,94.8,94.77,95.39,95.97,96.59,94.19,93.57,92.99
NAUKRI,-2.3,4865.85,4690.0,4714.9,4756.92,4823.84,4932.77,4999.69,4647.99,4581.07,4472.14
NAVINFLUOR,1.65,4503.25,4410.0,4477.35,4463.53,4517.06,4556.78,4610.31,4423.81,4370.28,4330.56
NESTLEIND,-1.02,22498.95,22100.0,22229.25,22276.07,22452.14,22675.02,22851.09,22053.19,21877.12,21654.24
NMDC,-1.15,113.2,110.9,111.3,111.8,112.7,114.1,115.0,110.4,109.5,108.1
NTPC,-0.18,220.4,214.0,217.55,217.32,220.64,223.72,227.04,214.24,210.92,207.84
OBEROIRLTY,0.64,1113.4,1083.5,1106.6,1101.17,1118.84,1131.07,1148.74,1088.94,1071.27,1059.04
OFSS,-0.05,3978.75,3925.1,3950.8,3951.55,3978.0,4005.2,4031.65,3924.35,3897.9,3870.7
ONGC,0.23,173.8,172.6,173.35,173.25,173.9,174.45,175.1,172.7,172.05,171.5
PAGEIND,-0.38,39474.5,39050.0,39189.65,39238.05,39426.1,39662.55,39850.6,39001.6,38813.55,38577.1
PEL,3.24,1020.3,981.1,1014.25,1005.22,1029.34,1044.42,1068.54,990.14,966.02,950.94
PERSISTENT,-0.52,4949.95,4843.0,4856.95,4883.3,4923.6,4990.25,5030.55,4816.65,4776.35,4709.7
PETRONET,-0.51,228.75,224.6,225.35,226.23,227.86,230.38,232.01,223.71,222.08,219.56
PFC,0.81,276.8,260.05,269.0,268.62,277.19,285.37,293.94,260.44,251.87,243.69
PIDILITIND,0.51,2628.0,2594.8,2623.8,2615.53,2636.26,2648.73,2669.46,2603.06,2582.33,2569.86
PIIND,1.92,3860.0,3771.75,3850.75,3827.5,3883.25,3915.75,3971.5,3795.0,3739.25,3706.75
PNB,2.9,62.35,60.3,62.15,61.6,62.9,63.65,64.95,60.85,59.55,58.8
POLYCAB,1.57,4679.95,4601.25,4671.6,4650.93,4700.61,4729.63,4779.31,4621.91,4572.23,4543.21
POWERGRID,-2.6,245.25,240.65,241.5,242.47,244.29,247.07,248.89,239.69,237.87,235.09
PVRINOX,0.08,1612.2,1579.95,1602.05,1598.07,1616.19,1630.32,1648.44,1583.94,1565.82,1551.69
RAMCOCEM,-3.01,866.9,827.7,847.85,847.48,867.26,886.68,906.46,828.06,808.28,788.86
RBLBANK,2.04,222.95,216.4,220.4,219.92,223.44,226.47,229.99,216.89,213.37,210.34
RECLTD,2.33,220.7,208.0,217.0,215.23,222.46,227.93,235.16,209.76,202.53,197.06
RELIANCE,-0.6,2534.45,2499.55,2508.65,2514.22,2528.89,2549.12,2563.79,2493.99,2479.32,2459.09
SAIL,-1.54,94.2,92.15,92.6,92.98,93.81,95.03,95.86,91.76,90.93,89.71
SBICARD,0.05,892.85,872.9,881.25,882.33,891.76,902.28,911.71,871.81,862.38,851.86
SBILIFE,3.59,1358.75,1293.75,1349.35,1333.95,1374.15,1398.95,1439.15,1309.15,1268.95,1244.15
SBIN,0.92,574.25,568.45,573.1,571.93,575.41,577.73,581.21,569.61,566.13,563.81
SHREECEM,0.07,24377.5,24120.15,24270.05,24255.9,24391.65,24513.25,24649.0,24134.3,23998.55,23876.95
SHRIRAMFIN,0.36,1874.75,1840.0,1861.4,1858.72,1877.44,1893.47,1912.19,1842.69,1823.97,1807.94
SIEMENS,-1.43,3846.0,3722.0,3779.35,3782.45,3842.9,3906.45,3966.9,3718.9,3658.45,3594.9
SRF,-0.27,2294.5,2257.7,2277.95,2276.72,2295.74,2313.52,2332.54,2258.94,2239.92,2222.14
SUNPHARMA,-1.05,1164.6,1139.95,1148.65,1151.07,1162.19,1175.72,1186.84,1137.54,1126.42,1112.89
SUNTV,1.59,544.5,532.0,543.2,539.9,547.8,552.4,560.3,535.3,527.4,522.8
SYNGENE,-1.77,842.9,819.15,822.7,828.25,837.35,852.0,861.1,813.6,804.5,789.85
TATACHEM,-2.78,1031.95,1002.3,1010.35,1014.87,1027.44,1044.52,1057.09,997.79,985.22,968.14
TATACOMM,-0.78,1706.0,1677.65,1683.7,1689.12,1700.59,1717.47,1728.94,1672.24,1660.77,1643.89
TATACONSUM,1.15,853.1,833.75,847.45,844.77,855.79,864.12,875.14,836.44,825.42,817.09
TATAMOTORS,-0.36,614.75,605.25,607.3,609.1,612.95,618.6,622.45,603.45,599.6,593.95
TATAPOWER,0.47,236.65,230.5,233.9,233.68,236.86,239.83,243.01,230.71,227.53,224.56
TATASTEEL,-0.59,119.5,117.95,118.15,118.53,119.11,120.08,120.66,117.56,116.98,116.01
TCS,-0.39,3489.95,3456.6,3470.6,3472.38,3488.16,3505.73,3521.51,3454.81,3439.03,3421.46
TECHM,1.84,1208.9,1175.1,1205.4,1196.47,1217.84,1230.27,1251.64,1184.04,1162.67,1150.24
TITAN,0.57,2932.0,2904.6,2921.25,2919.28,2933.96,2946.68,2961.36,2906.56,2891.88,2879.16
TORNTPHARM,-0.54,2094.55,2022.65,2040.35,2052.52,2082.39,2124.42,2154.29,2010.49,1980.62,1938.59
TORNTPOWER,-0.39,663.2,653.0,657.55,657.92,662.84,668.12,673.04,652.64,647.72,642.44
TRENT,1.41,1719.7,1674.4,1713.7,1702.6,1730.8,1747.9,1776.1,1685.5,1657.3,1640.2
TVSMOTOR,-0.65,1345.25,1318.3,1331.55,1331.7,1345.1,1358.65,1372.05,1318.15,1304.75,1291.2
UBL,-1.52,1595.95,1556.05,1559.2,1570.4,1584.75,1610.3,1624.65,1544.85,1530.5,1504.95
ULTRACEMCO,-0.23,8229.95,8137.0,8156.85,8174.6,8212.2,8267.55,8305.15,8119.25,8081.65,8026.3
UPL,-0.4,608.9,602.15,604.35,605.13,608.11,611.88,614.86,601.36,598.38,594.61
VEDL,0.88,243.8,237.2,240.05,240.35,243.5,246.95,250.1,236.9,233.75,230.3
VOLTAS,-1.25,828.85,810.55,816.1,818.5,826.45,836.8,844.75,808.15,800.2,789.85
WHIRLPOOL,0.36,1481.95,1450.1,1476.4,1469.48,1488.86,1501.33,1520.71,1457.01,1437.63,1425.16
WIPRO,1.26,417.5,409.95,416.35,414.6,419.25,422.15,426.8,411.7,407.05,404.15
ZEEL,1.04,242.5,235.75,238.35,238.87,241.99,245.62,248.74,235.24,232.12,228.49
ZYDUSLIFE,0.02,663.3,649.65,655.35,656.1,662.55,669.75,676.2,648.9,642.45,635.25
FORTIS,0.46,331.2,323.45,325.4,326.68,329.91,334.43,337.66,322.16,318.93,314.41
GLAND,20.0,1611.05,1430.1,1611.05,1550.73,1671.36,1731.68,1852.31,1490.41,1369.78,1309.46
HINDZINC,0.85,320.95,315.75,319.45,318.72,321.69,323.92,326.89,316.49,313.52,311.29
INDIANB,13.12,409.6,346.15,392.65,382.8,419.45,446.25,482.9,356.0,319.35,292.55
IRFC,1.11,52.0,49.4,50.3,50.57,51.74,53.17,54.34,49.14,47.97,46.54
PRESTIGE,2.94,615.0,578.2,601.5,598.23,618.26,635.03,655.06,581.46,561.43,544.66
UNIONBANK,4.4,90.5,86.3,90.1,88.97,91.64,93.17,95.84,87.44,84.77,83.24
VBL,-0.47,831.0,814.0,820.25,821.75,829.5,838.75,846.5,812.5,804.75,795.5
SONACOMS,-0.01,561.95,552.5,556.5,556.98,561.46,566.43,570.91,552.01,547.53,542.56
LICI,-1.82,659.15,640.55,643.65,647.78,655.01,666.38,673.61,636.41,629.18,617.81
